drug,pvalue,padj
pq-401,0.6371180076661566,0.8130637547622902
cetylpyridinium,0.6371902542504748,0.8130637547622902
cefdinir,0.6380942124710096,0.8133873193750679
azd8330,0.6385680682861625,0.8133873193750679
bibu-1361,0.6395414241785449,0.813910677912361
nonoxynol-9,0.6405733278712196,0.8145075618889761
mk-1775,0.6443503141080857,0.8185907853506585
hexylresorcinol,0.6456924834700881,0.8195763364747523
paclitaxel,0.6477004959149293,0.8208733819856346
su014813,0.647848930357702,0.8208733819856346
taurine,0.6490427868549995,0.8216665901830134
teniposide,0.6512148749166258,0.8228833346867801
cep-33779,0.6514440098511953,0.8228833346867801
xylazine,0.6517099526959571,0.8228833346867801
ly2801653,0.6526210053217733,0.823315252572455
at-9283,0.6561391968757121,0.8268407863514293
bay-k-8644-(s)-(-),0.6565584405789857,0.8268407863514293
tak-285,0.6592526416474251,0.8294012060669146
afobazole,0.6597379324001511,0.8294012060669146
beta-lapachone,0.662597233709307,0.8314601685500232
tranilast,0.6632341148423828,0.8314601685500232
etoposide-phosphate,0.663425229338725,0.8314601685500232
4-methylgenistein,0.6641819822743882,0.8314601685500232
nitisinone,0.6644268342261388,0.8314601685500232
felbamate,0.6648764394530615,0.8314601685500232
pha-767491,0.6653979787014008,0.8314601685500232
pf-05212384,0.6661869067118493,0.8317277428921881
cinacalcet,0.666770625184407,0.8317388746912387
pi-828,0.6674680023422279,0.8318916446074107
trolox,0.6712266091875221,0.8358561992206063
iobenguane,0.6736225202098205,0.8379213475661238
tu-2100,0.6740431572681189,0.8379213475661238
halobetasol-propionate,0.6765938236786109,0.8403701827149785
elacridar,0.6788097627879962,0.8423271020288393
ethinyl-estradiol,0.6797937608286465,0.8423271020288393
chir-124,0.6799313603235171,0.8423271020288393
bntx,0.6807459352379348,0.8423271020288393
sc-12267,0.6810799650129523,0.8423271020288393
darifenacin,0.6849353884600937,0.846371910419945
chir-99021,0.6859782595085107,0.8465827975845186
i-bet151,0.6862761724717624,0.8465827975845186
brilliant-green,0.689433257608074,0.8490807400076579
kw-2449,0.6894746852169993,0.8490807400076579
pepstatin,0.6902657462147098,0.849332087391739
sodium-tanshinone-ii-a-sulfonate,0.6924246768739022,0.8512646622230556
tirapazamine,0.6945494336583917,0.8531519783562758
cariporide,0.6961746954033783,0.8544230570387519
ly2603618,0.6979490254363405,0.8548622316581109
terfenadine,0.6982585081530724,0.8548622316581109
tetramethylthiuram-monosulfide,0.698304877553481,0.8548622316581109
alfacalcidol,0.699102376591954,0.8551150793986115
gdc-0941,0.7007178253625929,0.8563671396112092
acdpp,0.7031983260603224,0.8580828116114377
zolmitriptan,0.7035886215306553,0.8580828116114377
oxazepam,0.7044442653142458,0.8580828116114377
taltobulin,0.7044936974391072,0.8580828116114377
flumethasone,0.7057566020591699,0.8588980682755415
lurasidone,0.7083809562646541,0.8606183630067692
trifluridine,0.7089456883771615,0.8606183630067692
rgfp966,0.7089721542590803,0.8606183630067692
palomid-529,0.709549210136196,0.8606183630067692
ml133,0.7108923119708753,0.8607905869453915
semaxanib,0.7111008596675572,0.8607905869453915
zstk-474,0.7124700751824117,0.8607905869453915
azalomycin-b,0.7125866297718642,0.8607905869453915
cisplatin,0.7126655999727567,0.8607905869453915
stattic,0.7150167390326043,0.8629101095747943
galeterone,0.7190990476322361,0.8643019118981073
cobicistat,0.7193697228149478,0.8643019118981073
fenbendazole,0.7194290307596827,0.8643019118981073
xanomeline,0.7207658118902152,0.8643019118981073
zm-306416,0.7224518387601648,0.8643019118981073
tamibarotene,0.7225450018943516,0.8643019118981073
fph1-(brd-6125),0.7232745109405041,0.8643019118981073
gtp-14564,0.7238741182204721,0.8643019118981073
cudc-101,0.7241912461582993,0.8643019118981073
gw-3965,0.7244090796500345,0.8643019118981073
oxiracetam,0.724516231464911,0.8643019118981073
ly3023414,0.7249385931535697,0.8643019118981073
kynurenic-acid,0.7251200258746329,0.8643019118981073
bucladesine,0.7257736930541072,0.8643019118981073
maprotiline,0.725801585174848,0.8643019118981073
lb42708,0.725804377763462,0.8643019118981073
ethacridine-lactate-monohydrate,0.7268553219433997,0.8643019118981073
baricitinib,0.7269215112508615,0.8643019118981073
crystal-violet,0.7281297443915373,0.8650277012598969
inc-280,0.7295521294251204,0.8660065063807622
y-320,0.7313376198883332,0.8674143737528017
pi-103,0.736762559840562,0.8725578314675277
mocetinostat,0.7368802142731989,0.8725578314675277
acipimox,0.7375596415259391,0.8726482430809762
sb-525334,0.7387738578725622,0.8729683433423704
rs-17053,0.7394463591372331,0.8729683433423704
idronoxil,0.7396400752852427,0.8729683433423704
azilsartan,0.7410627940733205,0.8739346886911937
carboplatin,0.7431620363529761,0.8756966340413325
arry-334543,0.7472697149903775,0.8789872799543503
repsox,0.7475035735613671,0.8789872799543503
roquinimex,0.7482724012406712,0.8789872799543503
az-628,0.7492559717555725,0.8789872799543503
oxymetazoline,0.7493914880545969,0.8789872799543503
toremifene,0.7495993804171861,0.8789872799543503
picolinic-acid,0.7504048499655445,0.8791748131936689
d-serine,0.7515747172203648,0.8791748131936689
pd-407824,0.7515820621427562,0.8791748131936689
harringtonine,0.7536941595267839,0.8805675231888539
ambazone,0.7539897451492674,0.8805675231888539
mycophenolate-mofetil,0.7548309257173356,0.8808389915427295
5-hydroxymethyl-tolterodine,0.7572110983125618,0.8827992993732845
clofibrate,0.7577309812174287,0.8827992993732845
ro-04-5595,0.7616953059047209,0.8848693655271987
fosbretabulin,0.7624212908217286,0.8848693655271987
tacrolimus,0.7625246735110126,0.8848693655271987
benzethonium,0.7627141282168478,0.8848693655271987
astemizole,0.7637266912405059,0.8848693655271987
dinaciclib,0.7642309650500678,0.8848693655271987
pyritinol,0.7647090793655084,0.8848693655271987
altretamine,0.7647130646346236,0.8848693655271987
s-methylcysteine,0.7650270415295298,0.8848693655271987
niclosamide,0.7656229755632707,0.8848693655271987
bafetinib,0.7674846158917372,0.8863130400601307
nadifloxacin,0.7687910922877376,0.8864358249425961
gsk650394,0.7688735426992156,0.8864358249425961
fluticasone-propionate,0.769428746460194,0.8864358249425961
whi-p154,0.7708115483939555,0.8871876938031392
flutamide,0.7716141658711801,0.8871876938031392
sb-242235,0.7719207370408793,0.8871876938031392
epinastine,0.77339170287902,0.8881728524332873
gsk1070916,0.7784584189473985,0.8927015249400401
thiostrepton,0.7788441451371333,0.8927015249400401
mpi-0479605,0.7800652778957681,0.8927015249400401
chloroxine,0.7802430732532568,0.8927015249400401
spermidine,0.7804197851065312,0.8927015249400401
amfenac,0.7826838433525658,0.8939748151036638
clebopride,0.7832515313085622,0.8939748151036638
iem1754,0.7839737718219735,0.8939748151036638
elesclomol,0.7840041744067376,0.8939748151036638
dihydroartemisinin,0.7854021614856624,0.8944459479249404
gdc-0068,0.7856536280667583,0.8944459479249404
pd-168393,0.7878605232039076,0.8962532838648226
iododexetimide,0.7897016387326474,0.8976420041210847
sangivamycin,0.7907722659840273,0.8981534292612932
indoprofen,0.7920865538879887,0.8987077184990307
fk-866,0.7929469271081018,0.8987077184990307
rs-16566,0.7931235359524964,0.8987077184990307
torin-1,0.7974026329092562,0.9028101242721875
sar131675,0.7979918099130117,0.9028101242721875
nvp-bhg712,0.8005203132358913,0.9049631978533865
pp-2,0.8012727777564655,0.9050155821472526
nms-1286937,0.8018175371892038,0.9050155821472526
emetine,0.8056311848757178,0.9080684723339402
pfk-015,0.8057774142894121,0.9080684723339402
acetylcysteine,0.8082833492242919,0.9086594625855026
cibenzoline,0.8085267009959187,0.9086594625855026
ly2874455,0.8091455850540791,0.9086594625855026
pik-75,0.809283784396366,0.9086594625855026
penfluridol,0.8102979214395197,0.9086594625855026
ipsapirone,0.8114398150924709,0.9086594625855026
cgm097,0.8114927323856899,0.9086594625855026
nicotine,0.8117489405689564,0.9086594625855026
nanchangmycin,0.8123189739085228,0.9086594625855026
tanaproget,0.8132598843979661,0.9086594625855026
as-1949490,0.8134571631856063,0.9086594625855026
levobunolol,0.8141649215064388,0.9086594625855026
psb-1115,0.8144653234093966,0.9086594625855026
lenalidomide,0.8158423910611173,0.9094945607591963
sb-225002,0.8199073003246127,0.912953472742064
finafloxacin,0.820206990023969,0.912953472742064
avn-944,0.8211796540432793,0.9133335583402192
enoximone,0.821939980479247,0.9134770750794704
pf-3845,0.822928773551522,0.9137468319397912
ciclesonide,0.8234456591910765,0.9137468319397912
broxyquinoline,0.8257391608790767,0.9155897055877578
bumetanide,0.8279655496796885,0.9173553984582766
radezolid,0.8293048963749388,0.9181363313347638
nvp-auy922,0.8322637961699809,0.9207077316956899
acetophenazine,0.8331520217859633,0.9209862303470503
fludarabine,0.8346009888541077,0.9218836876884686
pf-562271,0.8365846026853978,0.9232333374474746
ccmi,0.8370989210304677,0.9232333374474746
erastin,0.8386291898922189,0.9242166319680432
tedizolid-phosphate,0.8400278987873779,0.9250535536874701
tg-100713,0.8415503428969143,0.9255734365312128
idra-21,0.8417792968037844,0.9255734365312128
vandetanib,0.8442452386159889,0.9260247365506648
vanoxerine,0.8447232358926641,0.9260247365506648
fudosteine,0.8454809025352792,0.9260247365506648
saracatinib,0.845809556394476,0.9260247365506648
tipiracil,0.8459911091621797,0.9260247365506648
melengestrol-acetate,0.8460295105182991,0.9260247365506648
tasisulam,0.8485797406467953,0.928114047404318
oncrasin-1,0.8515598582223423,0.9300591056043301
epothilone-a,0.8522342581739566,0.9300591056043301
gsk2110183,0.8522863676788818,0.9300591056043301
loxistatin-acid,0.8535458811825467,0.9307316428569292
meglitinide,0.8549154869828453,0.9314006098288551
am-404,0.8567449037732139,0.9314006098288551
skepinone-l,0.8567583463007342,0.9314006098288551
4-pyrimidinecarbonitrile,0.8569743487569722,0.9314006098288551
gw-843682x,0.8573777555577298,0.9314006098288551
mexiletine,0.8592332843441048,0.9322632196126598
pf-573228,0.8594603558834057,0.9322632196126598
ki-8751,0.8618437711480651,0.9337948510631022
imiquimod,0.8621630414791324,0.9337948510631022
tiletamine,0.8641341967962215,0.9340268519816777
telotristat-ethyl,0.8641350197942885,0.9340268519816777
nadide,0.8643137213569222,0.9340268519816777
vorinostat,0.8663368228740349,0.9344633074242511
captamine,0.8664087161939389,0.9344633074242511
vinorelbine,0.8666549817300242,0.9344633074242511
rifampin,0.8696232034334392,0.9363889035406503
p22077,0.8697350976908321,0.9363889035406503
gsk-j4,0.8715408878587073,0.9367149690846283
usniacin-(+),0.8727129924527006,0.9367149690846283
alisertib,0.8729716815228712,0.9367149690846283
n-acetylmannosamine,0.8730266534969962,0.9367149690846283
p276-00,0.8737603572785206,0.9367149690846283
indisulam,0.8739220513229082,0.9367149690846283
pf-477736,0.8752133139243958,0.9374046374897119
yo-01027,0.8771796309732334,0.9388157736821515
lanatoside-c,0.8828476328709864,0.9441836842308333
carboxyamidotriazole,0.8838547585511289,0.9445626555564871
dicycloverine,0.8857984442713044,0.9455433035054207
eplerenone,0.8862104020638403,0.9455433035054207
ixazomib,0.8867327317600939,0.9455433035054207
morin,0.8892156390030621,0.9468374009135151
pf-04457845,0.8892550296070953,0.9468374009135151
odanacatib,0.8904396129976468,0.9471623133536121
tezacaftor,0.8908693216822847,0.9471623133536121
tms,0.8916763581196008,0.9473242953003393
xbd173,0.8925423915997195,0.9475486725200251
repaglinide,0.8936388275597384,0.9480171433130069
trans-4-hydroxycrotonic-acid,0.8948160945753227,0.948570614542485
curcumin,0.8957109684472045,0.9488241371472218
cyromazine,0.8966810624442879,0.9491569110145461
kpt-276,0.8973961284152772,0.9492194428486156
d-4476,0.9019884273464556,0.9528881818480824
ixazomib-citrate,0.9028045389332071,0.9528881818480824
ve-822,0.9028401501822537,0.9528881818480824
alpelisib,0.9044473652996318,0.9538887300208216
norepinephrine,0.905473960569913,0.954275907461518
srt1720,0.9084006404647574,0.9566635565884309
fk-3311,0.9095520546768675,0.9571795077217653
cefditoren-pivoxil,0.9118280546374868,0.9588773219916014
pci-24781,0.9141011617813537,0.9605672018266407
clonazepam,0.914762684255087,0.9605672018266407
vs-4718,0.9210601939089644,0.9664786806281882
at13387,0.9259010422412173,0.9708542087848125
pp-121,0.9287044257634282,0.9723678067635967
riboflavin,0.9295679669500633,0.9723678067635967
xl888,0.930822149960129,0.9723678067635967
nisoxetine,0.9309250826046053,0.9723678067635967
indiplon,0.9320236784336706,0.9723678067635967
dpi-201106,0.932684958523626,0.9723678067635967
cid-5458317,0.9333610995315194,0.9723678067635967
meloxicam,0.9336787934594759,0.9723678067635967
tg-02,0.9344449621531263,0.9723678067635967
benzyldimethylhexadecylammonium,0.9346015883455461,0.9723678067635967
salinomycin,0.9350280587340595,0.9723678067635967
1-azakenpaullone,0.9376481884290265,0.9723678067635967
nilotinib,0.9384383207992422,0.9723678067635967
betamethasone,0.9388620145574038,0.9723678067635967
voreloxin,0.9389679826142927,0.9723678067635967
fluoromethylcholine,0.939503510233435,0.9723678067635967
tofogliflozin,0.939661185599706,0.9723678067635967
bts-54505,0.9398322292479884,0.9723678067635967
idarubicin,0.9405820396021369,0.9723678067635967
batimastat,0.9407843327360299,0.9723678067635967
tyrphostin-ag-1478,0.9441707078437677,0.9751713163811075
talazoparib,0.9449443518957465,0.9752742348025286
7-aminocephalosporanic-acid,0.9464242137920209,0.9761053723143651
crenolanib,0.9520325609486054,0.9811902533423305
4e1rcat,0.9546037458866921,0.9826079821446184
at-7519,0.954766290874453,0.9826079821446184
erythritol,0.9570277408008309,0.9832951091182792
clocortolone-pivalate,0.9570997554461346,0.9832951091182792
sb-505124,0.9578143530328491,0.9832951091182792
palmatine-chloride,0.958152110474619,0.9832951091182792
aurora-a-inhibitor-i,0.9600481370542859,0.9838097935763872
nobiletin,0.9606399486683781,0.9838097935763872
pentamidine,0.9606933229602177,0.9838097935763872
cyt-997,0.964634724574313,0.9868867793404168
ciclopirox,0.9655833040152533,0.9868867793404168
pralatrexate,0.9663892793680594,0.9868867793404168
digoxigenin,0.9667216225883489,0.9868867793404168
linalool,0.9673915766888072,0.9868867793404168
gamma-aminobutyric-acid,0.9688663205211041,0.9868867793404168
azd2014,0.9698086341597139,0.9868867793404168
bendamustine,0.9699926706812346,0.9868867793404168
onc201,0.9704050019785914,0.9868867793404168
bvt-948,0.9705182356609627,0.9868867793404168
prednisolone,0.971271875305587,0.9869003595301602
amprolium,0.9720769520063558,0.9869003595301602
ptc-209,0.9731613245393308,0.9869003595301602
benfotiamine,0.973259718762639,0.9869003595301602
av-412,0.9782264573167384,0.9907242828411864
clobutinol,0.9792475839024054,0.9907242828411864
atiprimod,0.9793356616242184,0.9907242828411864
wz-3146,0.9797694877302957,0.9907242828411864
camptothecin,0.9837056714242123,0.9936366668635057
ftorafur,0.9841224270594586,0.9936366668635057
cnx-2006,0.984826320115799,0.9936366668635057
jte-607,0.9853964180712721,0.9936366668635057
satraplatin,0.9861767066157104,0.9937309850090064
tetrandrine,0.9896205955656079,0.9957981540258889
crizotinib-(s),0.9897035799433774,0.9957981540258889
osi-027,0.9902927046601617,0.9957981540258889
sevoflurane,0.9933504871785303,0.9980759411083404
azithromycin,0.9942126220992107,0.9980759411083404
deflazacort,0.9946271645322923,0.9980759411083404
amonafide,0.9969835649095136,0.9993265017500731
disulfiram,0.9977945471913001,0.9993265017500731
nvp-tae684,0.9985309506675178,0.9993265017500731
voxtalisib,0.9986358821911581,0.9993265017500731
lerisetron,0.9994991655201555,0.9994991655201555
