tf,importance_mean,rank
ERF,0.00019954266733748227,477
NFYC,0.00019855450992641485,478
GATA3,0.000198163149048014,479
IRF5,0.00019781841128908202,480
NR2C1,0.00019696689597215785,481
POU3F2,0.00019644561715116045,482
CDX1,0.00019612794408203628,483
GLI1,0.00019514620969213564,484
SSRP1,0.00019511096213212416,485
ZFPM2,0.0001948759942270802,486
ETV3,0.0001923025629466964,487
NAB2,0.00019192231015564923,488
ZNF263,0.00019160365266491415,489
ZNF354C,0.00019155605538495973,490
MIXL1,0.00019149928227003935,491
PPARGC1A,0.0001903531714466074,492
SOX5,0.00018785587027849714,493
RORB,0.0001854082270169736,494
PITX3,0.00018523486123698992,495
TBX3,0.0001848632457604064,496
SATB2,0.00018422619236761287,497
KLF7,0.00018388432212918342,498
HEY2,0.00018384451015739008,499
HSF2,0.00018303728786956224,500
TFAM,0.0001793882258425583,501
PAX3,0.0001779025798867906,502
NFIB,0.00017712145166039287,503
HOXB13,0.0001768246339148997,504
ERG,0.00017565841352886006,505
FOXO4,0.00017561423878760253,506
SUPT20H,0.00017517128213645112,507
TBP,0.00017412261376108517,508
THRA,0.0001740405010896969,509
SREBF1,0.00017368684903923775,510
RFX3,0.00017327876456458096,511
POU3F1,0.0001731920345036997,512
PRRX1,0.0001726239662325213,513
TBX5,0.0001718418963661576,514
JUN,0.00017145200864329506,515
LMX1A,0.00017063041206218563,516
IKZF2,0.00017054489342361497,517
HOXD8,0.00017053202178208456,518
SKIL,0.00016908313078166278,519
MYF5,0.00016893885893409788,520
ZNF219,0.00016890781945691675,521
HOXC8,0.00016888832297420702,522
FOXA3,0.00016662246764056476,523
NFYB,0.0001663814067645338,524
NFIX,0.00016536962313248675,525
FOSL2,0.00016476641771679586,526
HDAC7,0.00016431935944562307,527
NFKBIZ,0.00016399875087103055,528
IKZF1,0.00016319973645219458,529
CTCFL,0.00016299545929060837,530
NKX3-1,0.00016255176791849142,531
IRF8,0.0001618734493907444,532
EWSR1,0.00016042780201222702,533
SIX1,0.00015804643471521254,534
TAF1,0.00015657811986026596,535
FOXP1,0.00015648698503151575,536
GATA4,0.00015627302249375438,537
TCF15,0.00015595906075797453,538
IRF7,0.0001546716788766389,539
RORC,0.00015461076460591508,540
NHLH1,0.00015450853606561546,541
ZNF148,0.00015413082249627526,542
IRF2,0.00015374554970050506,543
MEF2D,0.00015281401117590577,544
SCX,0.00015248545643623915,545
KLF17,0.00015172209563717824,546
HMGA1,0.00015068580697364571,547
MYB,0.00014930160310111518,548
ESR2,0.00014810586806201324,549
TEAD1,0.0001457625823301593,550
MLX,0.00014504298165286163,551
ATF4,0.00014469749255961636,552
KLF13,0.00014465105119351545,553
LITAF,0.00014246215700312406,554
