tf,importance_mean,rank
NFIX,0.00020148604890189083,481
TBX5,0.00019925991978068808,482
PIN1,0.00019916614327794989,483
TEF,0.00019914259472257484,484
IRF9,0.00019905050847875938,485
SMAD1,0.0001980552602397052,486
TGFB1I1,0.00019760887356011207,487
SNAI2,0.00019705015368064562,488
HEYL,0.00019697845033478546,489
GCM1,0.000195424928307375,490
NFE2L3,0.00019491946550191864,491
HESX1,0.00019431392339549458,492
ATOH7,0.000193692242147115,493
DDIT3,0.00019224154914871343,494
AHR,0.00019159769962326126,495
JDP2,0.00019136572598199564,496
MTA3,0.0001907361656569926,497
PAX7,0.00019014710080406957,498
ETV1,0.00018972424180975796,499
ZNF423,0.00018960025785087385,500
MNT,0.00018742251836556534,501
ZNF236,0.00018608937881588983,502
MAFK,0.00018584656572784297,503
MYT1,0.0001857988370788503,504
MEF2C,0.00018549749774771925,505
CREM,0.0001836676338880903,506
E4F1,0.0001832355046756771,507
PA2G4,0.00018259191208592324,508
HOXA11,0.00018204009863135676,509
NR5A1,0.0001807634760304857,510
LMO2,0.00017999850842381255,511
NR2E3,0.00017998448679050355,512
MBD2,0.00017922444018362663,513
KLF11,0.00017789127644901424,514
GLI3,0.0001774689059847002,515
KDM5A,0.00017731994979493365,516
TP53,0.00017600261712618015,517
BHLHA15,0.00017459797694062797,518
NR5A2,0.00017438880830540754,519
E2F6,0.0001740869909461678,520
LRRFIP1,0.00017284593936169173,521
HINFP,0.00017256387471923406,522
KLF3,0.00017163296844902368,523
PML,0.00017143270409206073,524
HMGA1,0.00017140020544860764,525
ELF1,0.00017059861024928537,526
MTA1,0.00016847555056029054,527
TTF1,0.00016843059234595398,528
EBF1,0.00016782336829099663,529
IRF2,0.00016738163800765525,530
HAND1,0.00016728020825046934,531
STAT5A,0.00016673811412395233,532
CDX1,0.00016605638584086122,533
TBP,0.00016528180393899646,534
ZNF91,0.00016495338078882605,535
POU3F2,0.00016455170824449604,536
MAFG,0.00016398231723634854,537
ATF6,0.00016383630425438739,538
CREBBP,0.00016303733092244826,539
HIF3A,0.00016276431230807881,540
KLF15,0.0001625280432714741,541
MEF2D,0.00016174452045533778,542
NCOA2,0.00016142096721909405,543
HEY2,0.00016092318930194585,544
KLF17,0.0001598868258304609,545
ZFX,0.0001587202242593445,546
GATA5,0.00015841400496548997,547
NR4A1,0.00015830128679130158,548
FOXP1,0.00015731401913399168,549
NFE2,0.00015582764214369408,550
EBF3,0.00015544691841844752,551
PARK7,0.00015503011157610067,552
HAND2,0.00015338427593636686,553
KAT2B,0.00015335528411069942,554
HCFC1,0.00015254104103536466,555
TFCP2,0.00015223456186545676,556
HOXD4,0.0001510241485944293,557
ZIC1,0.00014995039455725694,558
HBP1,0.00014966153469920369,559
