drug,n_samples,pearson_r,spearman_r,rmse
chloramphenicol-palmitate,56,-0.1619708161796356,-0.12576896787423103,0.1740474088089773
chlorhexidine,86,0.05836687068250483,0.21479315062031223,0.12540676066727718
chlorindanol,88,0.1418707940118015,0.175319643549012,0.17875419391490496
chlormidazole,93,0.07367961001864645,0.07697472471725701,0.12533171276440988
chlorogenic-acid,89,-0.10946912004601718,-0.1679434797412326,0.21435634951980437
chloropyramine,33,0.02877217628079757,0.12466577540106953,0.12184061833001211
chloroxine,91,0.1349453953475196,0.01447682752030578,0.11744029869651598
chlorpropamide,91,0.06268081891786174,0.008377130116260552,0.21910576629904802
chlorpyrifos,85,-0.023396460048625854,-0.0292358803986711,0.1869237487985751
chlorquinaldol,90,-0.04616691599377291,0.08551673046055068,0.1926783307736384
cholecalciferol,91,0.13502900749187072,0.3058926580665711,0.1926991364212399
chromocarb,87,-0.09681177768513154,0.021943573667711595,0.26482513742965674
ci-844,75,0.006636692122272858,-0.030042674253200567,0.20792394701924155
cibenzoline,88,0.07044659801936541,0.023493360572012262,0.10945195748836126
ciclesonide,86,0.27527003345535916,0.35210151422236896,0.28964590559087494
ciclopirox,91,0.139671184102242,-0.0037426341774167864,0.16674004340213067
cid-5458317,95,0.15364820983066915,0.3393057110862262,0.08931892828238011
cidofovir,82,0.05379104955292268,0.15801961232463732,0.17990764298750372
cilostamide,89,0.028470423549788702,0.027391896493020096,0.18571471119809363
cimetidine,83,-0.0663349444998816,-0.05106838503841148,0.16516901833211253
cinacalcet,87,0.18569080593074416,0.1814070806489029,0.05655400962218047
cinalukast,83,0.10895935904220112,0.06532051551152344,0.16132853647489395
cinnarazine,82,0.18282469351656624,0.11589991401922052,0.16710576481366024
cinromide,80,0.08759193094680003,0.09835911861228316,0.15565578663138238
ciprofibrate,84,0.11096593098024757,0.13749114103472715,0.23302112579308246
cisplatin,92,0.14931640900114335,0.03857713114375106,0.21791992416678774
cl-218872,87,0.14349005004188026,0.17077349274622727,0.14898656457750592
cladribine,62,-0.015313033344678555,0.05995819798040845,0.1337146760857177
clebopride,56,-0.15253607812132092,-0.02966507177033493,0.2179345838589552
clenbuterol,84,0.2305688967325662,0.1842462286119267,0.17389233094060724
clindamycin-phosphate,81,0.14970052991698055,0.14299909665763325,0.15533423986612963
clobetasol-propionate,84,0.3103825277647298,0.3730079983800749,0.3065804009129706
clobutinol,69,0.1615784816371566,0.18586043112897335,0.32881516297162006
clocortolone-pivalate,43,0.46672655870851887,0.4398973119903352,0.15656004774225238
clofarabine,91,0.23435630281636807,0.37133301481127573,0.11097221233967412
clofazimine,90,0.21876145053531768,0.23447339177676255,0.1791663583967191
clofibrate,72,-0.055083172094624086,-0.10148562608527882,0.19342806997126552
clofoctol,86,-0.028405478482744013,0.007443747346572951,0.10941019734928721
clomifene,92,0.1344809492466221,0.1707380978068215,0.15231328023566815
clonazepam,93,0.2567825161054079,0.19259347676882213,0.08773139642224496
clopamide,86,0.05032676198674986,-0.0020472663804896453,0.23176720093546324
clotrimazole,90,-0.05343254900713389,-0.03919002345968638,0.2250892387637764
cmpd-1,94,0.2528117475674382,0.23581981721634215,0.12717227551433805
cnx-2006,87,0.1904803244027104,0.18549974484216664,0.19524011935044708
cnx-774,87,0.11839284469331197,0.2764635124298315,0.24418032805946016
cobicistat,86,0.17554463913803242,0.09184395490353317,0.20433711698024956
