tf,HR,pvalue,coef,n
FOSL2,1.012449471317547,0.8681876943965491,0.012372613881709078,7397
ELF4,0.9916371053405343,0.8691708898135626,-0.008398059855473473,7397
ASCL2,1.0103457646723817,0.8738645099141057,0.010292613527553259,7397
CTBP2,1.011350116004093,0.8865193240459134,0.011286186719183782,7397
ZXDC,0.9924055555413943,0.8925690711840856,-0.0076234290933059464,7397
AIRE,0.9914375787226141,0.8985268820877265,-0.008599289410968224,7397
ELF3,1.0070373321513495,0.9017436720493216,0.007012685692101451,7397
MTA2,0.9887615493889372,0.9031888711486202,-0.011302079170579626,7397
MYF6,1.007550340448084,0.9349477287663265,0.007521979295750928,7397
ZNF217,0.9957499521176192,0.9415639481430274,-0.004259105007134144,7397
LYL1,0.9941217944149487,0.9454012850414378,-0.005895550239196622,7397
TCF12,0.9951002165293283,0.9497214193100304,-0.004911826765497788,7397
RFX5,0.9986945480768388,0.9529120852154503,-0.0013063047678357122,7397
NKX3-2,0.9966040373458099,0.9567583176452985,-0.0034017420234219477,7397
ERG,1.0015708022012104,0.9697188647650019,0.0015695697818553487,7397
RUNX2,1.0012017712862018,0.9720641728372967,0.0012010497371230044,7397
NOTO,1.001882505784401,0.9723454464320002,0.0018807360910107532,7397
SP4,1.002091119386215,0.9780248323491804,0.0020889360393008755,7397
NFIB,0.9998546363234506,0.9982300755700424,-0.00014537424287254953,7397
