target,n_sig,n_total,pct_sig,odds_ratio,pvalue,padj
MAPK12,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
MMP8,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
RPS6KB1,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
BRD3,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
RPL3,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
FAAH,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
KCNK2,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
GSK3A,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
ADORA2A,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
AHR,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
BRD2,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
CNR2,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
CNR1,1,4,25.0,0.5412121212121213,0.8533614497637124,1.0
GABRG2,3,11,27.272727272727273,0.6076642335766423,0.8543998293374875,1.0
FGFR2,3,11,27.272727272727273,0.6076642335766423,0.8543998293374875,1.0
FGFR3,3,11,27.272727272727273,0.6076642335766423,0.8543998293374875,1.0
HDAC9,3,11,27.272727272727273,0.6076642335766423,0.8543998293374875,1.0
GABRB3,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
HDAC7,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
CDK5,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
CHRM5,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
GABRA6,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
GRIN2B,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
RAF1,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
BRD4,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
RRM1,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
MAP2K2,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
HRH2,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
GRIN2A,2,8,25.0,0.5403764420157863,0.8727515116402171,1.0
HRH1,4,15,26.666666666666668,0.5883330563403689,0.8837580252557317,1.0
HTR1A,4,15,26.666666666666668,0.5883330563403689,0.8837580252557317,1.0
ABL1,4,15,26.666666666666668,0.5883330563403689,0.8837580252557317,1.0
CHRM3,4,15,26.666666666666668,0.5883330563403689,0.8837580252557317,1.0
PTGS1,4,15,26.666666666666668,0.5883330563403689,0.8837580252557317,1.0
ADRA2A,4,15,26.666666666666668,0.5883330563403689,0.8837580252557317,1.0
DRD3,3,12,25.0,0.5395377128953771,0.8950400277840199,1.0
PTGS2,5,19,26.31578947368421,0.5769230769230769,0.906426523432029,1.0
CYP3A4,5,19,26.31578947368421,0.5769230769230769,0.906426523432029,1.0
BCR,1,5,20.0,0.40545454545454546,0.9093544096945471,1.0
TOP2B,1,5,20.0,0.40545454545454546,0.9093544096945471,1.0
SLC6A2,1,5,20.0,0.40545454545454546,0.9093544096945471,1.0
XIAP,1,5,20.0,0.40545454545454546,0.9093544096945471,1.0
SLC6A4,1,5,20.0,0.40545454545454546,0.9093544096945471,1.0
GRIN2C,1,5,20.0,0.40545454545454546,0.9093544096945471,1.0
MMP9,1,5,20.0,0.40545454545454546,0.9093544096945471,1.0
CHRM4,2,9,22.22222222222222,0.46265938069216755,0.913224580912577,1.0
AURKC,2,9,22.22222222222222,0.46265938069216755,0.913224580912577,1.0
