drug,fisher_p,mean_HR,n_cohorts,pvals,fisher_padj
clofazimine,0.0008876636520142034,0.5303021725757191,3,"[np.float64(0.0019639600716879727), np.float64(0.01756520139675964), np.float64(0.3340835204933742)]",0.004143384853111459
epothilone-d,0.0009006610282445981,0.42587582114851347,3,"[np.float64(0.0003623925268481379), np.float64(0.08743062845614563), np.float64(0.370100731654453)]",0.004190535395080172
tipifarnib,0.0009465831655253165,0.5175872163336129,3,"[np.float64(0.0025159683348140627), np.float64(0.012494102549697867), np.float64(0.39582319299596436)]",0.004390082822163888
lenvatinib,0.0009964281497171212,0.3151160434576046,3,"[np.float64(5.734717347196711e-05), np.float64(0.6422863331966753), np.float64(0.35914238356673933)]",0.0046064905196187686
gw-843682x,0.0010035268710084644,0.6074865921278281,3,"[np.float64(4.595617344331425e-05), np.float64(0.31253262397011505), np.float64(0.9288576939716151)]",0.004624533064806522
betamethasone-dipropionate,0.001010263327401395,0.947373480525571,3,"[np.float64(3.864791144042439e-05), np.float64(0.7464473489394496), np.float64(0.4661576630216884)]",0.00464079693571371
sunitinib,0.0010272796573220777,0.4832538293238758,3,"[np.float64(0.003589538908557238), np.float64(0.0051463963907622), np.float64(0.7426434556964085)]",0.004704030582737489
tozasertib,0.0010441761028266994,0.6094056910134047,3,"[np.float64(5.762127645836284e-05), np.float64(0.28443818709417357), np.float64(0.8535253621975476)]",0.00476631804665689
chlorpyrifos,0.0010629864214624085,1.5287203319112437,3,"[np.float64(0.00011088223297498171), np.float64(0.2367279734043433), np.float64(0.544430921686323)]",0.004836922490113538
diphenyleneiodonium,0.0010693511859763971,0.35519397352167914,3,"[np.float64(0.003935190162405814), np.float64(0.008523904104017894), np.float64(0.4290909229083304)]",0.004850630614758139
tivantinib,0.0010973235211206855,0.5460313468572895,3,"[np.float64(4.542202734153503e-05), np.float64(0.6451390313877261), np.float64(0.5065748318778731)]",0.0049619597970676
idoxuridine,0.001124917327282926,0.5127733090280961,3,"[np.float64(0.16763358843675707), np.float64(0.0027799191886081526), np.float64(0.032815121139685995)]",0.005059024071825535
poziotinib,0.0011257814451470782,1.5818794774709792,3,"[np.float64(0.00011680972431372677), np.float64(0.25130191255725254), np.float64(0.5214245686521588)]",0.005059024071825535
carmustine,0.001174910233718407,1.4516216890628009,3,"[np.float64(0.009089814931446092), np.float64(0.0038948935652529525), np.float64(0.4550126730184797)]",0.005263452347339118
cep-33779,0.001196595436689929,1.1712822049330587,3,"[np.float64(0.0014524072836964255), np.float64(0.03784288509201096), np.float64(0.2995819442212221)]",0.005344054311389898
prednisolone-acetate,0.0012075644908037253,0.8686575663067675,3,"[np.float64(0.00014315724317205997), np.float64(0.17236147381571942), np.float64(0.6746571537846113)]",0.005365798566518979
cyclophosphamide,0.0012088806722081458,0.5325085689724226,3,"[np.float64(0.00012246313426764763), np.float64(0.7562830412071189), np.float64(0.1799756857085003)]",0.005365798566518979
cefdinir,0.0012738489498678174,1.486425095294693,3,"[np.float64(0.006187846705102313), np.float64(0.0031356504494259533), np.float64(0.9147308174488039)]",0.005636878992228537
scriptaid,0.0012803276216674098,0.33839289447714405,3,"[np.float64(0.004394340107994735), np.float64(0.01416035819496626), np.float64(0.2869693636603394)]",0.005648274599246164
mk-2206,0.0013016412342169437,0.3587572633040623,3,"[np.float64(0.013341886170870211), np.float64(0.0030299531983867273), np.float64(0.4505608922636549)]",0.005724847616753549
bekanamycin,0.0013492233163379108,0.6381063360088093,3,"[np.float64(0.00019465614157610864), np.float64(0.3682405149302034), np.float64(0.26529286093941457)]",0.005916139814366536
taselisib,0.001365813141848804,1.4305698448894653,3,"[np.float64(0.001493418802752462), np.float64(0.01845947499444511), np.float64(0.7000013212114924)]",0.005970790381435708
clofibrate,0.001386237277590019,0.8066677270455501,3,"[np.float64(2.938420758350561e-05), np.float64(0.8416319309262967), np.float64(0.7943431036086905)]",0.006041823315279389
nvp-bez235,0.0013906637295425517,0.5692770944238309,3,"[np.float64(0.000245018985402038), np.float64(0.13089333616059398), np.float64(0.6148805183074313)]",0.006042914164108325
fluocinolone-acetonide,0.001406445367531095,1.1164875755192016,3,"[np.float64(0.09508785073231195), np.float64(0.000273661670997091), np.float64(0.7681722707029213)]",0.0060931929545433965
thioguanine,0.0014231796548175302,4.409587598194665,3,"[np.float64(0.020309802992523728), np.float64(0.007001488460267298), np.float64(0.14258583319142526)]",0.006147286449316316
ly364947,0.001454197630084142,1.8642499897643683,3,"[np.float64(0.0041271833954882545), np.float64(0.12154973250504605), np.float64(0.04147861841619691)]",0.0062459318090593696
acetazolamide,0.0014546503245701503,1.4712526377282946,3,"[np.float64(0.00010223115892274114), np.float64(0.2958229639445964), np.float64(0.6883026954420363)]",0.0062459318090593696
desonide,0.0014612165292116064,1.1153604700848772,3,"[np.float64(0.019286312090322232), np.float64(0.001647562063432804), np.float64(0.658652433509423)]",0.006255563070323061
abt-702,0.001509277362709227,1.662666602078663,3,"[np.float64(0.005864736137424344), np.float64(0.00726430362853572), np.float64(0.5107588516351723)]",0.006442254701593663
bibx-1382,0.0015572698852223121,0.6742177282683797,3,"[np.float64(5.311681731369644e-05), np.float64(0.8457794557253864), np.float64(0.5029651861152196)]",0.006627557423284369
salvinorin-a,0.0016095268719475975,0.5444506729894671,3,"[np.float64(0.001586712503517403), np.float64(0.2449660761411671), np.float64(0.06049139171712783)]",0.0068298691604345265
nan-190,0.0016282800305804646,1.3384947224887236,3,"[np.float64(7.953092105045225e-05), np.float64(0.31943413132583076), np.float64(0.9385224570930693)]",0.006889243287280504
nvp-bhg712,0.0016441574614823873,0.8019460281622758,3,"[np.float64(3.761942289070465e-05), np.float64(0.7496584872266747), np.float64(0.8553965547478246)]",0.0069361394949417335
kpt-185,0.0016809527914710687,0.5575026600170255,3,"[np.float64(5.396528191890208e-05), np.float64(0.49672340885128186), np.float64(0.9242872662940804)]",0.007070752003658827
mephenytoin,0.0016964831674919356,0.5156140626639455,3,"[np.float64(0.0032419501221933366), np.float64(0.16612599740283474), np.float64(0.04651690750202691)]",0.00711539461843719
linalool,0.0017149882950149298,1.4287865799685826,3,"[np.float64(0.001915647650543649), np.float64(0.014120477568805266), np.float64(0.9383727806083149)]",0.007172219834932381
dmh1,0.0017576308184389378,0.5181285852289971,3,"[np.float64(0.0075003938710562846), np.float64(0.03199992055529411), np.float64(0.1089391340183155)]",0.007329371165075339
tas-103,0.0018609165623627577,0.45540755641077046,3,"[np.float64(0.0001886048965584258), np.float64(0.3435355266918567), np.float64(0.4323702695229521)]",0.007737776625686524
8-hydroxy-pipat,0.00187395273284241,0.3785204078399839,3,"[np.float64(0.00294612362416758), np.float64(0.1969823892658249), np.float64(0.04868191830227167)]",0.007769655026999907
chloroxine,0.0018923013004186195,0.39555798688690724,3,"[np.float64(0.001251278431848848), np.float64(0.049943011354545645), np.float64(0.45744060073141946)]",0.007823314233444978
cephalomannine,0.0019117691420093008,0.20259467049859645,3,"[np.float64(0.10616235692213127), np.float64(0.04759774691465507), np.float64(0.00572773801886487)]",0.007881281904522672
pepstatin,0.0019316060450141892,1.8910152702596266,3,"[np.float64(0.00028250708410233234), np.float64(0.22611353318223854), np.float64(0.45878373505744774)]",0.00794043734981685
vtp-27999,0.0019751998702063345,0.7440356724909426,3,"[np.float64(0.0011738771701795862), np.float64(0.10823721728289125), np.float64(0.23697096597401807)]",0.00809664082772965
gsk2110183,0.0020115373365326983,0.5193783382690847,3,"[np.float64(0.010796959052826599), np.float64(0.0047423284229899726), np.float64(0.6011562233066622)]",0.008222300920798911
quinethazone,0.0020455935691571225,0.5673480936339005,3,"[np.float64(0.0020666601307550853), np.float64(0.17585078653496544), np.float64(0.08643681658013107)]",0.008337954632592553
erastin,0.002092118939782006,0.40924383569767536,3,"[np.float64(0.0020382122943127952), np.float64(0.11619647871726459), np.float64(0.13630301597038444)]",0.00850364074681057
diphemanil,0.002135733678145235,0.7444409225418599,3,"[np.float64(0.00011340012055351366), np.float64(0.30784890934797415), np.float64(0.9481140376878092)]",0.008634109370930234
flumethasone-pivalate,0.0021418345447884457,0.9077704378571897,3,"[np.float64(0.002530377127041967), np.float64(0.020508375341769608), np.float64(0.6400258707963993)]",0.008634109370930234
imiloxan,0.0021476682215513243,1.805394355857901,3,"[np.float64(0.0002732291130427902), np.float64(0.6352074314690773), np.float64(0.19200127907395156)]",0.008634109370930234
osi-420,0.002150590962256449,2.2784281720258117,3,"[np.float64(0.0035046706829572217), np.float64(0.18124994202854516), np.float64(0.05254578746239239)]",0.008634109370930234
paclitaxel,0.0021540521651042255,0.7008725168987002,3,"[np.float64(0.00021462558397455973), np.float64(0.3687083179112298), np.float64(0.42261571816261967)]",0.008634109370930234
sb-743921,0.002188205564986001,0.5728612690033664,3,"[np.float64(0.00038736216723824526), np.float64(0.09771657946868047), np.float64(0.9005596609816087)]",0.0087467774931899
le-135,0.002216117492031988,0.4457659011391489,3,"[np.float64(0.017843202363136024), np.float64(0.004277264086112399), np.float64(0.4535644506732688)]",0.008833944933802443
beclomethasone-dipropionate,0.0022238869646890036,0.658995622997046,3,"[np.float64(0.020226977432550496), np.float64(0.03188834956845309), np.float64(0.05389638252677642)]",0.008840561642596122
pp-121,0.00224033459141304,0.9086329462055742,3,"[np.float64(0.00019236742637417429), np.float64(0.3307019214122806), np.float64(0.5513647641451567)]",0.008881545626779916
busulfan,0.0022869504973179744,0.6218204264135612,3,"[np.float64(0.011510751783170159), np.float64(0.008679520302956122), np.float64(0.3599714452657675)]",0.009041577512620516
salinomycin,0.002294119861715571,0.4070397804176292,3,"[np.float64(0.12816948658925953), np.float64(0.007000321933335363), np.float64(0.04023609706499116)]",0.009045208283112892
hypoestoxide,0.0023074529757605156,0.6183424388094947,3,"[np.float64(7.334726340827348e-05), np.float64(0.6417194369709756), np.float64(0.7724075862734225)]",0.009073055586753984
torcetrapib,0.0023318319179750358,0.684923084729358,3,"[np.float64(0.000636279106586148), np.float64(0.31745594801910637), np.float64(0.18230138140040503)]",0.009144067168861455
iproniazid,0.0023718596627582134,0.7983265970981166,3,"[np.float64(0.0013623543506080026), np.float64(0.033504358090629814), np.float64(0.8235938079013676)]",0.009275894410840905
metronidazole,0.0024677376005640683,1.0982751357805471,3,"[np.float64(0.0003030870363830873), np.float64(0.27760960282156527), np.float64(0.46884793637995315)]",0.009624841800582767
vx-765,0.002531370438929925,1.0908821814780327,3,"[np.float64(0.009862350961035727), np.float64(0.004773052847792441), np.float64(0.8643977644894226)]",0.0098234711215423
triapine,0.0025322423830927976,0.9159971585401371,3,"[np.float64(0.00037736759170983313), np.float64(0.12231357911574568), np.float64(0.881928024489266)]",0.0098234711215423
naftifine,0.0026215502216558884,0.5414144005002629,3,"[np.float64(0.0004355622901106949), np.float64(0.9120194976187492), np.float64(0.1068934478173445)]",0.010142735750631205
thiostrepton,0.002644040279298654,0.41704554697486085,3,"[np.float64(0.35641249917999906), np.float64(0.0004195456682847121), np.float64(0.2869418653420812)]",0.01020247009105374
evp4593,0.0026519048772746245,0.30911434864373405,3,"[np.float64(0.26213692069180067), np.float64(0.0018402780965165201), np.float64(0.08926606678269466)]",0.01020560201440527
pf-04457845,0.0026851442819794125,0.6143283560954478,3,"[np.float64(6.993912005669285e-05), np.float64(0.9997306354731975), np.float64(0.6253006098447875)]",0.010306110811735304
eprinomectin,0.002720575435389394,1.4245805811208219,3,"[np.float64(0.00029369669767707467), np.float64(0.4750719425659006), np.float64(0.3184015448832706)]",0.010414477923302787
vidarabine,0.002771857794487964,0.3528019554291996,3,"[np.float64(0.05325950527997321), np.float64(0.003745252397527218), np.float64(0.22784935399713224)]",0.010582792159958006
bms-345541,0.0028079447980684513,0.5581014330490583,3,"[np.float64(0.009978811708270632), np.float64(0.030201647324044213), np.float64(0.1532044106145181)]",0.01068440653114814
niacin,0.0028146945494199604,0.6940592741997026,3,"[np.float64(0.004282174647473924), np.float64(0.015935296375653964), np.float64(0.6786233030017303)]",0.01068440653114814
pyrimethamine,0.0028206242535581127,0.5800442557702621,3,"[np.float64(0.0003848411896865521), np.float64(0.17999999677702108), np.float64(0.6702159255384255)]",0.01068440653114814
sch-58261,0.0028344479636220887,0.6969693605636733,3,"[np.float64(0.0019014261066426779), np.float64(0.06294012973934421), np.float64(0.39025939430388445)]",0.010708736823397291
triamcinolone-acetonide,0.002918135973846381,1.4940072464969816,3,"[np.float64(0.30862148644890447), np.float64(0.0016009282136767767), np.float64(0.09794757181598744)]",0.01099620508894717
mifepristone,0.0029721824790204243,1.2883733046163672,3,"[np.float64(0.07119669894186156), np.float64(0.000928260185520873), np.float64(0.7488587732252354)]",0.011170774148422217
fluoromethylcholine,0.0030234262087797115,0.7068294612075339,3,"[np.float64(0.0021385904379888944), np.float64(0.124861519436957), np.float64(0.1892552119557951)]",0.011333931927731198
"hydroxytacrine-maleate-(r,s)",0.003058319573990609,0.5938765025993854,3,"[np.float64(0.0015513284652503142), np.float64(0.4894997215272071), np.float64(0.06749033174824284)]",0.011435112205592794
bromosporine,0.0030808598279773447,0.7150252153246517,3,"[np.float64(0.00035513681217767823), np.float64(0.36164064573664645), np.float64(0.40264774475254883)]",0.011463619241700087
oridonin,0.0030817884485289104,0.3330988375405287,3,"[np.float64(0.0007960992137845767), np.float64(0.4445919940480134), np.float64(0.14616031134074137)]",0.011463619241700087
azd8055,0.0031559690140358088,0.3565054463728322,3,"[np.float64(0.00046972445752696177), np.float64(0.26198281116041083), np.float64(0.4327941291406361)]",0.011709454264896963
tedizolid-phosphate,0.003204158678380309,0.7968546604148043,3,"[np.float64(0.0019027655915197124), np.float64(0.06313266718056487), np.float64(0.45166273017698544)]",0.011857845543775721
flubendazole,0.0033161768678826586,0.4445934820049077,3,"[np.float64(0.001043196248525882), np.float64(0.08097465148027805), np.float64(0.6699129982004177)]",0.012241091652617875
lorlatinib,0.0033550461263816,2.128466553268725,3,"[np.float64(0.0006931182171080796), np.float64(0.21784128026617777), np.float64(0.38017935193089336)]",0.012353057874997901
fenretinide,0.003408930704934643,0.3911872642744433,3,"[np.float64(0.0022399403083599753), np.float64(0.07979446965943), np.float64(0.32749937393156037)]",0.01251960083766606
prednisolone-hemisuccinate,0.003439532995187955,0.9318101149111949,3,"[np.float64(0.0002331924009064331), np.float64(0.40842157654582645), np.float64(0.6213792076706417)]",0.012600010744397394
ramatroban,0.003524898574665314,0.6531637545513391,3,"[np.float64(0.003505758107666248), np.float64(0.046793257104954494), np.float64(0.37177305014755246)]",0.012848986522716202
isoxsuprine,0.003525257532493664,0.5605937730569722,3,"[np.float64(0.002869900350993876), np.float64(0.1379217473183575), np.float64(0.15409829610787149)]",0.012848986522716202
naftidrofuryl,0.0036183501458558753,1.4736887204230682,3,"[np.float64(0.00038998057952886316), np.float64(0.18914705236656315), np.float64(0.8537927322589745)]",0.013155157439832792
ccmi,0.0036975426287945146,0.7240976518265353,3,"[np.float64(0.00019803967149877502), np.float64(0.3881123686440511), np.float64(0.8414654799224258)]",0.013409383919462814
unc2250,0.003752886630159158,1.250261161142487,3,"[np.float64(0.002328874723518052), np.float64(0.042962393116989246), np.float64(0.658326989496294)]",0.01355987480647875
methotrexate,0.0037577814771236895,0.7607201297634636,3,"[np.float64(8.696122576843944e-05), np.float64(0.8856884084935294), np.float64(0.856575269799442)]",0.01355987480647875
8-bromo-cgmp,0.0037777948671988693,1.680815679620163,3,"[np.float64(0.000974911755175077), np.float64(0.07279958708616734), np.float64(0.9356513360624792)]",0.013598182021982
mibefradil,0.003821014557546243,1.4954218016666416,3,"[np.float64(0.006327387304708335), np.float64(0.018771091433045936), np.float64(0.5669822202876726)]",0.013719622989502267
marimastat,0.0038779325500811757,0.415246539734991,3,"[np.float64(0.000733716251200914), np.float64(0.1738107888538997), np.float64(0.5377467843715185)]",0.013869105594454027
equol,0.0038818160095051013,2.298396957549282,3,"[np.float64(0.003046990131398787), np.float64(0.19550713795954816), np.float64(0.11526139343402739)]",0.013869105594454027
tioxolone,0.0038976629461646706,0.8952014223478699,3,"[np.float64(0.00036056970621659994), np.float64(0.4226932642372092), np.float64(0.4527725221524195)]",0.013891424342611524
kpt-276,0.003922881124154731,0.5105523963367761,3,"[np.float64(0.0032859663617310956), np.float64(0.023084415800451716), np.float64(0.9169791431730185)]",0.013946950827154535
propranolol,0.003955986531476552,0.841875418134141,3,"[np.float64(0.0012007415185562296), np.float64(0.08024577383697039), np.float64(0.7293937232218975)]",0.014030177723153358
metoprolol,0.004007917245500203,1.297694857595329,3,"[np.float64(0.0021890906965515685), np.float64(0.04110188171101679), np.float64(0.7937464987712769)]",0.014179599643615634
triciribine,0.004055663577541835,0.9726445156699582,3,"[np.float64(0.002277299712992354), np.float64(0.038814147482631525), np.float64(0.819844558839405)]",0.014313524870007402
artemisinin,0.0041487334508176765,0.6090068884486157,3,"[np.float64(0.4218244552986077), np.float64(0.000929133301366152), np.float64(0.19014002536485167)]",0.014595698044885513
embelin,0.004155789629919027,0.8291112353670932,3,"[np.float64(0.00117102019886077), np.float64(0.15463239441367685), np.float64(0.41240900945197945)]",0.014595698044885513
azathioprine,0.004232923809544542,0.7100324930523693,3,"[np.float64(0.0003023817473878739), np.float64(0.4306296669804097), np.float64(0.5866522897870965)]",0.0148306071486948
tazemetostat,0.004297822614762858,1.6382855191548673,3,"[np.float64(0.6571573098722909), np.float64(0.00035571915357603936), np.float64(0.3329772970204176)]",0.015021616723579363
serdemetan,0.004425871730383446,1.5367191263475628,3,"[np.float64(0.019389736178348854), np.float64(0.006797817008295211), np.float64(0.6123316823885229)]",0.015431894924975533
oprozomib,0.004468429389250739,2.1162248177334373,3,"[np.float64(0.0015864622381289537), np.float64(0.08785824048719423), np.float64(0.5859332530402512)]",0.015542830111167834
halobetasol-propionate,0.004480008990889628,1.0659243982719733,3,"[np.float64(0.0017368722006966604), np.float64(0.11632132225080492), np.float64(0.40552853545865764)]",0.015545738632655376
acesulfame-potassium,0.0045070333204102475,0.5387858682348023,3,"[np.float64(0.0038484149853103907), np.float64(0.03031283691543044), np.float64(0.7075651460090542)]",0.015602098599601981
amfenac,0.004544644329677605,1.9915960426808115,3,"[np.float64(0.0007679811068613079), np.float64(0.402611658716327), np.float64(0.2697099961463244)]",0.015694750226834114
flumethasone,0.004649087776209093,0.9564276648755251,3,"[np.float64(0.001195836944681083), np.float64(0.07811570734274005), np.float64(0.9181641616939173)]",0.01601721431470133
sb-505124,0.0046604153546628835,0.6351096270776622,3,"[np.float64(0.00014791848547164805), np.float64(0.9591318223945162), np.float64(0.6063685766893907)]",0.016018102180990958
i-bet-762,0.0047687483511438256,2.052650398945243,3,"[np.float64(0.0002988148983684692), np.float64(0.3558582906508395), np.float64(0.8323420658364413)]",0.016351608682713542
gsk2656157,0.004784477963641343,1.1930923294035034,3,"[np.float64(0.002620655493992803), np.float64(0.07364865974058014), np.float64(0.46044309637266734)]",0.01636676031534048
ixazomib-citrate,0.004867549941547145,0.26774060517697773,3,"[np.float64(0.0015461634802718923), np.float64(0.13353613429012454), np.float64(0.43969271370929053)]",0.016606090121768904
teriflunomide,0.004877393435903099,1.3764124587062871,3,"[np.float64(0.00444812195637613), np.float64(0.02505772679484004), np.float64(0.8165284580534484)]",0.016606090121768904
pf-04691502,0.004904500803923573,0.18595278244589913,3,"[np.float64(0.005625656681301936), np.float64(0.1392420052161385), np.float64(0.11698399064378907)]",0.01663183324247062
bisindolylmaleimide-ix,0.004907942497950901,0.24312706684799093,3,"[np.float64(0.0004001220409662722), np.float64(0.9381507351338819), np.float64(0.24433296711440367)]",0.01663183324247062
anguidine,0.004936641188377555,0.3400882895100053,3,"[np.float64(0.0007804916567784224), np.float64(0.7047380959602365), np.float64(0.16795263582520686)]",0.01666843821610794
su3327,0.004941782995653288,0.8074048246557419,3,"[np.float64(0.0006090876424879083), np.float64(0.15993936223416338), np.float64(0.9495276602016219)]",0.01666843821610794
pilocarpine,0.00507441106295059,1.082190799442385,3,"[np.float64(0.0006285682317544084), np.float64(0.30900400491502217), np.float64(0.4921265988385686)]",0.01707598327462675
psb-1115,0.005165687004986319,0.713680233061093,3,"[np.float64(0.009547993740764654), np.float64(0.020967610527779075), np.float64(0.48812493876379925)]",0.017342805327645483
afatinib,0.005262232282280399,1.5995100326503167,3,"[np.float64(0.024535203001104844), np.float64(0.004612411675940458), np.float64(0.8835873516831986)]",0.017608628059389717
tiletamine,0.005269202453155319,1.2266974610743002,3,"[np.float64(0.0019717614213536788), np.float64(0.07158943294952456), np.float64(0.7095404996537855)]",0.017608628059389717
melphalan,0.0053461003527988105,0.9999938246364921,3,"[np.float64(0.0022051809937334663), np.float64(0.05371231318350191), np.float64(0.8609366527361687)]",0.01782444057718866
mk-2461,0.005420752452969468,0.7592961718021592,3,"[np.float64(0.0024293159345065243), np.float64(0.11925531789687538), np.float64(0.35810026529106964)]",0.01803179034355591
atenolol-(+/-),0.005517606514124029,0.7302635383808503,3,"[np.float64(0.00012014062179468689), np.float64(0.9139014959078302), np.float64(0.9658959112523282)]",0.01831187299526943
gw-501516,0.005602992692400943,1.7514184867995721,3,"[np.float64(0.03786955839618663), np.float64(0.015163573067850558), np.float64(0.1882416744717372)]",0.018534696217977875
ketoconazole,0.005617269755117449,1.0709050924381724,3,"[np.float64(0.0054993192810423395), np.float64(0.060616957234287554), np.float64(0.3252956981385539)]",0.018534696217977875
tanaproget,0.005623173213332611,0.8304735935623907,3,"[np.float64(0.007050822616486031), np.float64(0.2663124788426788), np.float64(0.05782520160879813)]",0.018534696217977875
tamibarotene,0.005673535739879498,0.26144507109352766,3,"[np.float64(0.12913343086778348), np.float64(0.004286474134547321), np.float64(0.19834621880680423)]",0.01865819594455826
"mns-(3,4-methylenedioxy-nitrostyrene)",0.005795712561552757,0.5114783697281916,3,"[np.float64(0.0032495816585222915), np.float64(0.04385348270988134), np.float64(0.7911164779965013)]",0.01901677114867764
fosbretabulin,0.005905294730740085,0.558843870877362,3,"[np.float64(0.00035666826776675704), np.float64(0.5572717509700285), np.float64(0.5805834258845572)]",0.01933249202574865
dcebio,0.0060743367145539295,0.518473245381652,3,"[np.float64(0.0006475960661149222), np.float64(0.24477994934354178), np.float64(0.7540178889165126)]",0.019841005024739358
aee788,0.006132502156914743,1.170733537222742,3,"[np.float64(0.24938062930426552), np.float64(0.0007525195599812753), np.float64(0.6445234535802636)]",0.019985879777152327
acivicin,0.006260611204190525,0.4239422191502032,3,"[np.float64(0.0018853988117206574), np.float64(0.2935293515911928), np.float64(0.22426349517435779)]",0.020357538005536382
bms-754807,0.0062784145281894466,1.5033082491879282,3,"[np.float64(0.02094918871477613), np.float64(0.0070505986827552524), np.float64(0.8432535580603158)]",0.020369654310067552
cudc-907,0.006305055577094598,0.2903933683789911,3,"[np.float64(0.003601791985906417), np.float64(0.09522477887430836), np.float64(0.3650702436787775)]",0.020410325324509808
diazooxonorleucine,0.006325955391758065,0.6751967832553369,3,"[np.float64(0.00034965170473389383), np.float64(0.6774530179479475), np.float64(0.5307903218018091)]",0.020432271097932858
bay-11-7082,0.0064402275948740595,0.1024670538744139,3,"[np.float64(0.03377884026008269), np.float64(0.033312225487565315), np.float64(0.11425923914762375)]",0.020755031914883662
oleanolic-acid,0.006546521778660663,1.4759399970580607,3,"[np.float64(0.0004443696639237126), np.float64(0.33058501900422615), np.float64(0.8932807966455707)]",0.02105070447493773
3'-fluorobenzylspiperone,0.006594619779628386,0.8764739672426897,3,"[np.float64(0.001051783699233861), np.float64(0.4727217160158177), np.float64(0.26635084483274796)]",0.021158347718674666
clenbuterol,0.006809276441610779,0.6895872103665767,3,"[np.float64(0.0005275181616370965), np.float64(0.3527708063179382), np.float64(0.7406969041873683)]",0.021798723475687603
a-674563,0.006896895977620998,0.30517670171363437,3,"[np.float64(0.0007973748653030343), np.float64(0.31609835827633903), np.float64(0.5556863249972661)]",0.022030482294961556
d-64131,0.0069822858714366776,0.5258989131002851,3,"[np.float64(0.003935252446613535), np.float64(0.3409204253232126), np.float64(0.10601671093835664)]",0.02225411377966712
ver-49009,0.007006256040172798,0.5965789173576411,3,"[np.float64(0.00031638879269853227), np.float64(0.5491367602623206), np.float64(0.8221684443610449)]",0.022281434044241842
pevonedistat,0.007037882138294815,0.3948105411011041,3,"[np.float64(0.025940008804512193), np.float64(0.06339681732717034), np.float64(0.08735197785380064)]",0.022332928627439907
at-7519,0.007113573542745888,0.4715163939119616,3,"[np.float64(0.0014074911493280591), np.float64(0.22711072881306948), np.float64(0.45545200607285585)]",0.0225237219176221
fdcyd,0.007168848655008331,0.6091544493356394,3,"[np.float64(0.003868087909768489), np.float64(0.04774513584280597), np.float64(0.7959938319430676)]",0.022588334423160668
papaverine,0.007170534514635563,0.7324203972896082,3,"[np.float64(0.005566415290657709), np.float64(0.07716909281097992), np.float64(0.34232928802863105)]",0.022588334423160668
7-hydroxystaurosporine,0.007180811219525851,0.8821596326164673,3,"[np.float64(0.0014019323715999503), np.float64(0.4421685816892911), np.float64(0.23764410408371317)]",0.022588334423160668
mk-1775,0.007240955528355353,0.42680755976084306,3,"[np.float64(0.0009462615495473857), np.float64(0.8537430406691682), np.float64(0.18426412020897223)]",0.022728118545618646
cyc116,0.007307351832422815,1.0544676115587313,3,"[np.float64(0.0019179610578978709), np.float64(0.13776494778244358), np.float64(0.5698587711715117)]",0.022886879007609984
cytochalasin-b,0.007338970944277934,0.4890736386975062,3,"[np.float64(0.4223936255227657), np.float64(0.0008920432726333815), np.float64(0.4017837084732958)]",0.022936265564514408
monensin,0.007364096040695767,0.47528577589439913,3,"[np.float64(0.021883461789012147), np.float64(0.018413895691151507), np.float64(0.37730637835497405)]",0.02296518743725598
fludarabine,0.007405406434981998,1.1893950209072492,3,"[np.float64(0.0009878551964352898), np.float64(0.2863026687504081), np.float64(0.5413553710412081)]",0.023044350777245058
tyloxapol,0.007570570987086467,0.7181750767331846,3,"[np.float64(0.031484448848258975), np.float64(0.006728766267611254), np.float64(0.7429899527623094)]",0.02350776012513759
y-320,0.0076614373270682545,1.1728847403535418,3,"[np.float64(0.0011512064080852439), np.float64(0.1814043624143895), np.float64(0.7650944090723485)]",0.023738971760744677
ramifenazone,0.007750132732077031,0.6982673807265505,3,"[np.float64(0.031113933844434553), np.float64(0.006199559172395819), np.float64(0.8403782124330017)]",0.02396248304127236
azodicarbonamide,0.007767879488426721,0.834830259284136,3,"[np.float64(0.00024428057345627957), np.float64(0.8527469841069134), np.float64(0.7804202027127821)]",0.023966144178578817
ecamsule-triethanolamine,0.007814946803642808,0.5753430397481619,3,"[np.float64(0.6116328452246009), np.float64(0.003536177605906224), np.float64(0.0757368065286048)]",0.024060059627385413
toremifene,0.008091186219397861,0.8516214305071587,3,"[np.float64(0.0002447234748498596), np.float64(0.9612116481767571), np.float64(0.7274322464838867)]",0.02480989207291825
hexachlorophene,0.008092791332700355,0.6805555252826874,3,"[np.float64(0.013176871292216804), np.float64(0.016719977316423475), np.float64(0.7768685110650135)]",0.02480989207291825
ibrutinib,0.008197185177258759,2.8974870545681757,3,"[np.float64(0.019989763142893833), np.float64(0.09945486354067258), np.float64(0.08749058827148071)]",0.02507680116594804
torin-2,0.008750381604692992,0.3118503890532214,3,"[np.float64(0.0008594690084541289), np.float64(0.285142177008578), np.float64(0.7705727601926899)]",0.026712662831204135
dorzolamide,0.00884476258912359,0.8058939642711659,3,"[np.float64(0.0004148840605611865), np.float64(0.5418872642892927), np.float64(0.8514190625274173)]",0.026943939929393333
raltitrexed,0.009036142891666321,0.49809609469137467,3,"[np.float64(0.0021953776374926243), np.float64(0.2680026574171349), np.float64(0.3342392697719294)]",0.027436232980978362
amg-232,0.009044286891448983,1.3023620340566369,3,"[np.float64(0.025696925271065808), np.float64(0.009187305897916819), np.float64(0.8339310658053565)]",0.027436232980978362
