drug,fisher_p,mean_HR,n_cohorts,pvals,fisher_padj
unc0631,0.799361398268508,0.8834698533133738,3,"[np.float64(0.590012915743618), np.float64(0.46709852183750955), np.float64(0.7797880403074795)]",0.856796995032986
2'-meccpa,0.8059504446579807,0.9039113595903118,3,"[np.float64(0.3880162999957788), np.float64(0.9150091887632938), np.float64(0.6212713149891594)]",0.8632200543450024
cariporide,0.8075543603028097,0.8391272170674616,3,"[np.float64(0.6416345441078708), np.float64(0.922474310867588), np.float64(0.37504385361340753)]",0.8634278956526351
gemcitabine,0.807596978391557,0.8742573882404483,3,"[np.float64(0.42850650717923766), np.float64(0.8403022336689497), np.float64(0.6166017339282037)]",0.8634278956526351
sr-33805,0.8079346031193282,0.7579877321910377,3,"[np.float64(0.4495972323518317), np.float64(0.8608394848903669), np.float64(0.5744274273335874)]",0.8634278956526351
idra-21,0.8092578236641329,0.8572191829239346,3,"[np.float64(0.6573020400044292), np.float64(0.8138391030872077), np.float64(0.4177976583030317)]",0.8642037423188194
ots167,0.8100978620201187,0.6545595172705545,3,"[np.float64(0.7730578868972857), np.float64(0.8338486812782068), np.float64(0.34787662215760007)]",0.8644628365362181
ipsapirone,0.8125726086774459,0.7481372781721739,3,"[np.float64(0.9487522144503205), np.float64(0.6210087271848325), np.float64(0.38438814579252467)]",0.8661758122179419
mercaptopurine,0.8129003130559538,0.8772198872911471,3,"[np.float64(0.8494200831265823), np.float64(0.3964940882087381), np.float64(0.6733350475896815)]",0.8661758122179419
atiprimod,0.8147721351699926,1.0294873579785215,3,"[np.float64(0.6200318735644236), np.float64(0.49449088832084387), np.float64(0.7452102164864058)]",0.8665031150531832
vanoxerine,0.8148854817839206,1.0874077617655105,3,"[np.float64(0.3466165331959348), np.float64(0.9012442232090652), np.float64(0.7317404520428454)]",0.8665031150531832
loxistatin-acid,0.815003966542766,0.9692821145317295,3,"[np.float64(0.9466425432694952), np.float64(0.371267668304717), np.float64(0.6507023934441363)]",0.8665031150531832
lomefloxacin,0.8235905408294137,0.94928103877625,3,"[np.float64(0.611052705048529), np.float64(0.5375738798310827), np.float64(0.7208028106883446)]",0.874989363127872
barasertib,0.8245324715259086,1.0215988549680988,3,"[np.float64(0.38561981222746855), np.float64(0.8558270405841728), np.float64(0.7202015977497227)]",0.8753473853983784
azomycin-(2-nitroimidazole),0.8262519961904579,0.7566192934379707,3,"[np.float64(0.8346725735021346), np.float64(0.7204556681790979), np.float64(0.39803757493728475)]",0.8765297936126044
fli-06,0.8291369989536272,0.8706844328435982,3,"[np.float64(0.5549886100045756), np.float64(0.7814737177375337), np.float64(0.5584474942806531)]",0.8789459615281309
pf-562271,0.8314476888723784,1.0276285694409946,3,"[np.float64(0.3752709560958659), np.float64(0.7932544191446904), np.float64(0.8213963690628374)]",0.8807502238640788
rabeprazole,0.8333570807165311,0.937083771912578,3,"[np.float64(0.8343442552871019), np.float64(0.30552618662535685), np.float64(0.9668102873321551)]",0.8821270634943822
barasertib-hqpa,0.83518191069313,0.9649449227860127,3,"[np.float64(0.3087766107540637), np.float64(0.8140965973500348), np.float64(0.987867182962043)]",0.883412445009473
pd-198306,0.8401792995109725,0.9878384746207406,3,"[np.float64(0.7497032207555142), np.float64(0.4433411216984633), np.float64(0.7628533101283486)]",0.8880492669045852
rki-1447,0.8418060313708117,0.8774100146235735,3,"[np.float64(0.39414719212708593), np.float64(0.9767350289709161), np.float64(0.6631282154348273)]",0.8886749152078431
wp1130,0.8419995222874589,0.486738041986395,3,"[np.float64(0.8160048624559656), np.float64(0.5987121860412534), np.float64(0.5229679472180553)]",0.8886749152078431
epinephrine,0.8431922008328373,1.1427919925707408,3,"[np.float64(0.40498283059878737), np.float64(0.9323104042371547), np.float64(0.6800939662421275)]",0.8892850689541659
cytarabine,0.8453134675223771,1.1902987200621307,3,"[np.float64(0.6215720065050496), np.float64(0.5780715506696683), np.float64(0.7210799157415735)]",0.8903907743726621
nitarsone,0.8454712674416294,0.8127090345333745,3,"[np.float64(0.7510448613895656), np.float64(0.9051398921860275), np.float64(0.3813861587777976)]",0.8903907743726621
remoxipride,0.8480804879187551,1.0643734004525534,3,"[np.float64(0.44503009079862943), np.float64(0.9139502600279283), np.float64(0.6445321137163389)]",0.8924890661952282
delanzomib,0.8495753416224547,0.8826191186736065,3,"[np.float64(0.6362934918996657), np.float64(0.6520034899105387), np.float64(0.6359407487533277)]",0.8934124413718693
zm-306416,0.8524747029422867,0.9776910162396859,3,"[np.float64(0.3532603742908199), np.float64(0.8292871196158789), np.float64(0.9118375955550182)]",0.8954651438605694
filanesib,0.8527650091498719,1.0589092879733855,3,"[np.float64(0.49015952013335895), np.float64(0.713863745746711), np.float64(0.7643750039791806)]",0.8954651438605694
ly2334737,0.8548776244916705,1.276543241106635,3,"[np.float64(0.9627625071091777), np.float64(0.3005748551474273), np.float64(0.9326991973348749)]",0.8970325762432539
fulvestrant,0.8567224014472895,0.890130740056088,3,"[np.float64(0.5336606074538948), np.float64(0.5990500453199787), np.float64(0.8510471162834495)]",0.8971430868595235
cladribine,0.8570516831338937,0.8995608932864415,3,"[np.float64(0.8219720289745028), np.float64(0.3429778033349997), np.float64(0.9664501466029473)]",0.8971430868595235
gtp-14564,0.8570657475886744,0.987717973725052,3,"[np.float64(0.603824536240844), np.float64(0.4753556513906738), np.float64(0.9492915437870773)]",0.8971430868595235
nilotinib,0.8574629503294547,1.0351245271821432,3,"[np.float64(0.7253590163242261), np.float64(0.4482271247432543), np.float64(0.8395126000175523)]",0.8971430868595235
chir-124,0.8594930143720003,0.985529955957717,3,"[np.float64(0.3680006162295706), np.float64(0.8884861706613698), np.float64(0.8422091189787918)]",0.8982776168435188
danusertib,0.8602138694871525,0.8321342040374358,3,"[np.float64(0.6216164507864628), np.float64(0.8275770040352315), np.float64(0.5369780889629884)]",0.8982776168435188
pazopanib,0.8604096592571645,0.8209624851063261,3,"[np.float64(0.91533585255132), np.float64(0.6650852341178976), np.float64(0.4541525513417485)]",0.8982776168435188
benzyldimethylhexadecylammonium,0.8636448371513531,0.8102623873966538,3,"[np.float64(0.8669479974591834), np.float64(0.8723248053380707), np.float64(0.37081910926342565)]",0.9010051040793136
stattic,0.8664123294501195,0.7078367819346232,3,"[np.float64(0.9158609172113826), np.float64(0.34476619394890395), np.float64(0.899084814236011)]",0.902767832557963
monobenzone,0.868058584373954,1.1729916333429566,3,"[np.float64(0.37714362068086904), np.float64(0.9755063235706599), np.float64(0.7773234126205659)]",0.902767832557963
isoetharine,0.8680654183533031,0.9863616862005099,3,"[np.float64(0.48137226003984357), np.float64(0.6118089339589072), np.float64(0.971079922517303)]",0.902767832557963
chlormidazole,0.8693340216470568,1.0032598897710492,3,"[np.float64(0.45596053251877133), np.float64(0.6480526769649646), np.float64(0.9733684438415126)]",0.902767832557963
nu6027,0.8695686585813647,0.9472083131714124,3,"[np.float64(0.8075224104052696), np.float64(0.5770971221400638), np.float64(0.6178283033354426)]",0.902767832557963
brequinar,0.8695840602786118,0.8660972086424278,3,"[np.float64(0.9633166410567803), np.float64(0.3132620690847827), np.float64(0.9541669957987656)]",0.902767832557963
pd-98059,0.8697016990917763,0.9216069281881475,3,"[np.float64(0.4319820185656582), np.float64(0.7976601238867536), np.float64(0.8360777975105568)]",0.902767832557963
navarixin,0.8731594083983638,0.901148940635541,3,"[np.float64(0.32164866036958106), np.float64(0.9685595547496015), np.float64(0.9392596850914887)]",0.9057072859874068
azalomycin-b,0.874544965804143,0.6580896274377735,3,"[np.float64(0.8602330954125298), np.float64(0.4729722119090465), np.float64(0.7237203212669919)]",0.9060080701186966
1-phenylbiguanide,0.8752863913218936,0.910080678941089,3,"[np.float64(0.7160693626381637), np.float64(0.43782441431610286), np.float64(0.9423932155934684)]",0.9060080701186966
sodium-tanshinone-ii-a-sulfonate,0.875327769195534,0.9520584366497143,3,"[np.float64(0.32604688475620736), np.float64(0.9526993473465244), np.float64(0.9513342462450347)]",0.9060080701186966
colistin-b-sulfate,0.8811478768404967,1.0309204461040182,3,"[np.float64(0.44320347927256887), np.float64(0.7214427103576975), np.float64(0.949240226862775)]",0.9113802557456746
tyrphostin-ag-1478,0.8852951426773963,0.9962009007182525,3,"[np.float64(0.5089562407095438), np.float64(0.6186227591534936), np.float64(0.9828310677464216)]",0.9150157653244232
sodium-glucoheptonate,0.8889191774877536,0.8956715315411169,3,"[np.float64(0.703116076327933), np.float64(0.978750312021881), np.float64(0.45743035897336526)]",0.9181056743931331
p5091,0.8901190703204218,1.0943182645041587,3,"[np.float64(0.8813441084001994), np.float64(0.36602638988619096), np.float64(0.9814075968462863)]",0.9186892259298504
ryuvidine,0.8915835922550421,0.46263031566717366,3,"[np.float64(0.9603662049364277), np.float64(0.8891922605530036), np.float64(0.3733534505688043)]",0.9195448738368112
carboxyamidotriazole,0.8942707945114758,1.1637292714102818,3,"[np.float64(0.6278142276004169), np.float64(0.5414855094339732), np.float64(0.9500900263807397)]",0.9216594299559155
sangivamycin,0.8956257913847043,0.9978342656010918,3,"[np.float64(0.7424422755671478), np.float64(0.5735122608078613), np.float64(0.7635502116528757)]",0.9223989467143539
dichloroacetate,0.9081772512514348,0.9443877778613469,3,"[np.float64(0.980810198533092), np.float64(0.4889147517692032), np.float64(0.7218908531602961)]",0.9346603716648835
trifluridine,0.9122091739558924,1.0321141147387596,3,"[np.float64(0.5284825116555751), np.float64(0.7914545388536921), np.float64(0.8450986992437308)]",0.9381426259517954
nilutamide,0.9139073141751672,0.9809011560892988,3,"[np.float64(0.4601324343038734), np.float64(0.9854391843478545), np.float64(0.7865490884928982)]",0.9392215082467804
theophylline,0.9179912863036989,1.023275198394884,3,"[np.float64(0.7698438227552672), np.float64(0.6578028619219912), np.float64(0.7197712848450466)]",0.9423779290009973
gw-405833,0.9182811885911584,1.029969378926653,3,"[np.float64(0.5747108432098484), np.float64(0.7090358819016166), np.float64(0.8958887075259527)]",0.9423779290009973
prednisolone,0.9209462977816072,1.0521899288796408,3,"[np.float64(0.6699879575706454), np.float64(0.6280195039812658), np.float64(0.8802810783025914)]",0.9438680867840066
cimetidine,0.9210378289834258,1.0819441364313362,3,"[np.float64(0.5730273330331037), np.float64(0.7593272504242594), np.float64(0.8516768135679678)]",0.9438680867840066
snx-2112,0.9235318466118051,0.7948611702505498,3,"[np.float64(0.4734077375368597), np.float64(0.8733419885434952), np.float64(0.9087269147079918)]",0.9457541274219972
nexturastat-a,0.9267470435775039,1.0887107819307573,3,"[np.float64(0.6666090546568675), np.float64(0.7543696470719713), np.float64(0.760725731438916)]",0.9475954411827394
pterostilbene,0.926919154304313,1.2379913067182324,3,"[np.float64(0.9565640505981448), np.float64(0.8929280726014307), np.float64(0.4483079512494127)]",0.9475954411827394
ici-162846,0.9272945022216718,0.9201475155411145,3,"[np.float64(0.977670732203191), np.float64(0.7152364219454008), np.float64(0.5487692675453606)]",0.9475954411827394
inosine,0.9280554555941359,1.2321743267498584,3,"[np.float64(0.5564674883868979), np.float64(0.9210555768546135), np.float64(0.7519489692851362)]",0.9477037715206171
maprotiline,0.9292150262610277,1.0939489287541135,3,"[np.float64(0.5524592772138346), np.float64(0.840193021480069), np.float64(0.8358336479695478)]",0.948218718617565
zolmitriptan,0.931760814917175,1.1254121358247402,3,"[np.float64(0.9591844601662013), np.float64(0.6527531100113053), np.float64(0.6288667557722616)]",0.9495695475195899
pfi-1,0.9318512491208137,0.8941455193308556,3,"[np.float64(0.8703107795768497), np.float64(0.46131834363619717), np.float64(0.981215370439017)]",0.9495695475195899
chir-99021,0.9370447095164448,0.9809943122730561,3,"[np.float64(0.5810326337197573), np.float64(0.8854266092947413), np.float64(0.7898098590113417)]",0.9541897921676958
tg-100713,0.9403747365203314,0.9256332278783617,3,"[np.float64(0.7763404999819208), np.float64(0.748053191760591), np.float64(0.7141330489777689)]",0.9562923870316327
sevoflurane,0.940431283169325,1.1525179234753808,3,"[np.float64(0.9501488724051983), np.float64(0.7396935883151665), np.float64(0.5903006509600066)]",0.9562923870316327
cyproheptadine,0.9418377843621526,1.0178684734040895,3,"[np.float64(0.7313244732205546), np.float64(0.63834222938591), np.float64(0.8965593261529788)]",0.9570500519466536
amisulpride,0.9435300968672834,0.8109083798135377,3,"[np.float64(0.9334806844759229), np.float64(0.9897210124602518), np.float64(0.45791697312325086)]",0.9580968773101467
bms-707035,0.950332127787337,0.9820494118413893,3,"[np.float64(0.8850546144028721), np.float64(0.5471318781906533), np.float64(0.9136881529188605)]",0.9643272011979499
bumetanide,0.9559725127477725,1.0467970736578573,3,"[np.float64(0.9099919381619204), np.float64(0.7236506377350214), np.float64(0.6989431722119873)]",0.9693708661149453
darifenacin,0.9577948641224209,1.0683969933541688,3,"[np.float64(0.9530905855211045), np.float64(0.7125409320352067), np.float64(0.6868102344668212)]",0.9705386333229292
tasisulam,0.9591489547929425,0.72182829135887,3,"[np.float64(0.8967621348057259), np.float64(0.7392512738542247), np.float64(0.7106936812205424)]",0.9712306071276331
bms-986020,0.9609848866495969,0.9344329295721148,3,"[np.float64(0.9516423916257473), np.float64(0.6374813317287404), np.float64(0.7875102882367075)]",0.9724091825048717
ast-1306,0.9621409501351084,0.9923580803557344,3,"[np.float64(0.8603446784879857), np.float64(0.6043364814349117), np.float64(0.9271028275063836)]",0.9726779222667081
candesartan,0.9627725396437071,0.9070347615529474,3,"[np.float64(0.6699968414625388), np.float64(0.9379968338036034), np.float64(0.7708173225198037)]",0.9726779222667081
proscillaridin-a,0.9642256749091921,1.2628783148240896,3,"[np.float64(0.8163530239938206), np.float64(0.85946683773878), np.float64(0.6984401601859964)]",0.9726779222667081
benzydamine,0.9650328110276217,0.9870773153158396,3,"[np.float64(0.5469898723413668), np.float64(0.9657840220798417), np.float64(0.9336965960901606)]",0.9726779222667081
creatine,0.9652671455133809,0.9865200460772319,3,"[np.float64(0.6398744170390009), np.float64(0.8814453170247327), np.float64(0.8761985970503396)]",0.9726779222667081
ve-821,0.9652836878887303,1.0834766985518762,3,"[np.float64(0.7420723476689273), np.float64(0.9963321531550131), np.float64(0.6684990784333116)]",0.9726779222667081
bi-78d3,0.9675831751881099,1.1875950144092688,3,"[np.float64(0.898072541800362), np.float64(0.7712870069667758), np.float64(0.7272882775520058)]",0.9739612519152366
pp-1,0.967903441778929,0.9039664428745157,3,"[np.float64(0.8538181617660406), np.float64(0.9886839492912852), np.float64(0.5983962540488084)]",0.9739612519152366
protirelin,0.976681159307327,0.8981753613568777,3,"[np.float64(0.9845065344754782), np.float64(0.8917215688294239), np.float64(0.6238536137168736)]",0.9821109364264783
darapladib,0.9878473549116368,1.1325098100118256,3,"[np.float64(0.8806755447117243), np.float64(0.8819996324803494), np.float64(0.8053620538170612)]",0.9926493906646795
piperacetazine,0.9889395090005052,1.0103521168693195,3,"[np.float64(0.9669648346248119), np.float64(0.7500918391799524), np.float64(0.876656638959826)]",0.9930572307590084
carvedilol,0.990034721879651,1.0487255800157842,3,"[np.float64(0.8534766221756138), np.float64(0.8009206999766012), np.float64(0.9464385213292721)]",0.9934675745907455
sr-57227a,0.9925787656659675,1.034644952075488,3,"[np.float64(0.9769625917179451), np.float64(0.7385192208145972), np.float64(0.9380218223358108)]",0.994666417996963
