drug,HR,pvalue,padj,cohort
jtc-801,0.6117841915129665,0.33066036608678906,0.4543832381078668,SCANB
ly2090314,1.1732048994727913,0.3326072188664269,0.45662490104337733,SCANB
nisoxetine,0.8218709731694298,0.3369500936226522,0.4621486118217799,SCANB
prednisolone-tebutate,1.1762660399810543,0.338392071967148,0.46368686376559015,SCANB
cgs-20625,1.173306962742238,0.3397112722636444,0.4650541257951688,SCANB
pd-407824,0.7456553259521157,0.3402807460805909,0.46539342115181004,SCANB
ar-12,0.7043626702764665,0.3423821158693922,0.46700737986626545,SCANB
pyrithione-zinc,0.6239836640186701,0.34240103383965004,0.46700737986626545,SCANB
pf-4981517,0.8502773183512122,0.3424831786107479,0.46700737986626545,SCANB
cinacalcet,1.5410314422994835,0.34275178812575946,0.46700737986626545,SCANB
teroxirone,0.7637210748850254,0.3432672518512653,0.46726972100543823,SCANB
enocitabine,0.8580014025827035,0.3443567654626828,0.46803084982834087,SCANB
gdc-0980,0.7769139984077724,0.3444732930664707,0.46803084982834087,SCANB
psi-7976,0.7357587659114744,0.34610268964364,0.4698035571429147,SCANB
vanoxerine,0.6650016771116116,0.3466165331959348,0.4700600970332874,SCANB
azd2014,0.7663871096228968,0.3485762624925104,0.4721899247326825,SCANB
cx-4945,1.144482916197867,0.3488396886933225,0.4721899247326825,SCANB
mericitabine,1.1595397470396274,0.34980961254767495,0.4730602891182109,SCANB
azd4547,0.8909893051546807,0.3503460727338539,0.47334338678420784,SCANB
zm-306416,0.8115752770189174,0.3532603742908199,0.47680172529467685,SCANB
cinnarazine,0.8651011708836066,0.3535647900768405,0.47680172529467685,SCANB
nithiamide,1.2550813621164916,0.35410430052016273,0.4770846581496047,SCANB
jnj-26481585,1.3009226573192547,0.35466202204763775,0.47739157758412265,SCANB
thiostrepton,0.7770883704803792,0.35641249917999906,0.479071869819303,SCANB
vu0238429,0.7579732008784068,0.35674965450847385,0.479071869819303,SCANB
benzocaine,1.201986218140224,0.3569035768246086,0.479071869819303,SCANB
pentostatin,1.2357518406095114,0.3580184258889265,0.48012294926902377,SCANB
torin-1,0.6391351484246929,0.35938688681718733,0.4813919368198529,SCANB
crizotinib,0.773606321870927,0.35963005093452727,0.4813919368198529,SCANB
erteberel,0.8433027270031841,0.3606443373748597,0.4823034715170258,SCANB
atenolol-(-),0.8848163875736181,0.3611909723696879,0.48258849216891814,SCANB
cefpiramide,0.8877753915933473,0.36356484825863,0.48531211755556974,SCANB
4-hydroxy-phenazone,1.17110955031076,0.3672736160675074,0.48981098843288773,SCANB
chir-124,0.7873201906679941,0.3680006162295706,0.49023974623076155,SCANB
forskolin,0.8305401825883438,0.36827270501232745,0.49023974623076155,SCANB
pr-619,0.6950249898299773,0.3693456081714882,0.491216079985426,SCANB
thonzonium,0.6433993802337308,0.370384966324638,0.4921460479997715,SCANB
phenazone,0.8417061930606762,0.3707682092001793,0.4922033015712472,SCANB
cid-5458317,1.8121972903201091,0.37133490146103054,0.49234750284015394,SCANB
ethacridine-lactate-monohydrate,1.1976721123219158,0.371557341466101,0.49234750284015394,SCANB
pf-562271,0.6866799957100854,0.3752709560958659,0.4959245653242195,SCANB
alfacalcidol,1.1875912473221313,0.3753485810637426,0.4959245653242195,SCANB
caffeic-acid,0.8624038260808938,0.3755061544317795,0.4959245653242195,SCANB
ly303511,0.886684385034549,0.3756277288150274,0.4959245653242195,SCANB
monobenzone,1.2446953918433954,0.37714362068086904,0.49747203201934137,SCANB
artesunate,0.880553628331826,0.37800768022552356,0.4981576623737091,SCANB
kd025,0.8054264073523343,0.3786241230195839,0.49851602002669515,SCANB
endo-iwr-1,1.2238316586259936,0.3804226840131104,0.5004287488790643,SCANB
gs-39783,0.8527613664813872,0.3826391961004486,0.5028872995071291,SCANB
barasertib,0.7687398172543426,0.38561981222746855,0.5063447080700063,SCANB
g-1,1.125960596868173,0.38703123443514487,0.5077372585926152,SCANB
2'-meccpa,0.9119457388083595,0.3880162999957788,0.5085684656647572,SCANB
nicotine,0.8501952452636706,0.39200770545161634,0.5133349771841528,SCANB
rki-1447,0.8557327584024033,0.39414719212708593,0.5156699701698855,SCANB
dihydroergocristine,1.2078296340313797,0.3948731906975175,0.516153122799736,SCANB
nvp-bvu972,1.1405485711794296,0.3956048417620798,0.5166427852253875,SCANB
carbachol,1.231513060315598,0.3975219063996963,0.5186782674124081,SCANB
gw-441756,0.8132500567621699,0.39901726214223276,0.5201603408286584,SCANB
posaconazole,0.848601433481545,0.4049583100488816,0.5269875502486019,SCANB
epinephrine,1.1571814824893802,0.40498283059878737,0.5269875502486019,SCANB
nsc-23766,1.2329111673499462,0.41092349359442215,0.5337959679825893,SCANB
floxuridine,0.8618421871797791,0.41095280465280204,0.5337959679825893,SCANB
ly2183240,1.172048413158925,0.4113873214817102,0.5338811248287306,SCANB
palomid-529,0.8736088795548106,0.4121673219541775,0.5344140814226657,SCANB
dicycloverine,1.1916920188551263,0.4126672288599569,0.5345832409671958,SCANB
artemisinin,1.16926910952089,0.4218244552986077,0.5459570543981086,SCANB
cytochalasin-b,0.7659929495031133,0.4223936255227657,0.5462051618690277,SCANB
pheniramine,0.8496312266682405,0.424512584354385,0.5484550978221384,SCANB
vincamine,0.869164166805015,0.4249876355876555,0.5485790443312556,SCANB
am-251,1.2035600121640515,0.42556468579239604,0.5488343140299439,SCANB
gemcitabine,0.8506029944527869,0.42850650717923766,0.5520242392898563,SCANB
gdc-0941,1.2153371882711534,0.42880113680843024,0.5520242392898563,SCANB
tmc-353121,1.24403866592108,0.4296835614306016,0.5526685452356271,SCANB
tak-632,1.4104906029048903,0.4304300593178414,0.5531370300469951,SCANB
adl5859,1.120832035744969,0.43097488504776704,0.5533457485928296,SCANB
motesanib,1.6070117509655564,0.43187023788417045,0.5536563160890234,SCANB
pd-98059,0.8564224058269809,0.4319820185656582,0.5536563160890234,SCANB
pha-680632,0.700881089020026,0.4328074582971754,0.5542233558902768,SCANB
benfotiamine,0.8914498097430126,0.4386966966121274,0.5605477790677096,SCANB
ly2109761,1.1450225216544478,0.43877855105362595,0.5605477790677096,SCANB
fenoprofen,0.8017464668679242,0.4389085236238528,0.5605477790677096,SCANB
colistin-b-sulfate,1.11576223388371,0.44320347927256887,0.565454800655928,SCANB
acy-1215,0.8115505047811611,0.4440567382592966,0.565454800655928,SCANB
wz-3146,1.2632901671959498,0.44412518575790527,0.565454800655928,SCANB
pac-1,1.1132831507800516,0.4443138274677195,0.565454800655928,SCANB
remoxipride,0.8717289471723537,0.44503009079862943,0.5658686655409638,SCANB
tepoxalin,0.7824967744741481,0.44597059611971757,0.5665666835691232,SCANB
icotinib,1.4006514752307566,0.4466985674343633,0.5669937079627402,SCANB
oxyquinoline,0.731017728560969,0.44770787458086114,0.5677767699548695,SCANB
chir-98014,0.8715207166398172,0.44818710088604297,0.5678868082155027,SCANB
sr-33805,0.7833927440516597,0.4495972323518317,0.5691751489178482,SCANB
pf-04136309,0.8708991969245702,0.4501934036511416,0.5694316915062954,SCANB
spermine,0.8345373197809544,0.4527817832817289,0.5722054501385693,SCANB
lasalocid,0.6587155436906014,0.4531797890753194,0.5722086865549627,SCANB
idelalisib,0.6438368022475577,0.4544381658798281,0.573116275808226,SCANB
enzalutamide,0.8865687204253898,0.45473964687017,0.573116275808226,SCANB
xbd173,1.135959677480676,0.4550868009009341,0.573116275808226,SCANB
chlormidazole,1.2057445530941135,0.45596053251877133,0.573464388867631,SCANB
dacinostat,0.7283285999399828,0.45615584767563455,0.573464388867631,SCANB
azd1480,1.1735829056951816,0.459327175519494,0.5762477652854431,SCANB
practolol,0.8030943438557023,0.4598204202410452,0.5762477652854431,SCANB
nilutamide,1.2252386856039412,0.4601324343038734,0.5762477652854431,SCANB
leucovorin,0.8908744506598117,0.46050143921039965,0.5762477652854431,SCANB
arcyriaflavin-a,1.1510795388929682,0.460602816939111,0.5762477652854431,SCANB
prazosin,0.8648703183218367,0.4607592705150364,0.5762477652854431,SCANB
domperidone,1.12726565815358,0.46315404644307534,0.5787425778956218,SCANB
elacridar,1.312150792263631,0.46849090517264946,0.584868825248046,SCANB
ivermectin,1.1977860368171886,0.4688651259763188,0.584868825248046,SCANB
nms-e973,0.7380070371866817,0.4707172425279781,0.5866734280258263,SCANB
snx-2112,0.6652682268706901,0.4734077375368597,0.5895189296177591,SCANB
ebastine,1.1653724796993596,0.47537032930574363,0.591407980431842,SCANB
ar-42,0.8253685389429516,0.4757421487371555,0.591407980431842,SCANB
dihydroartemisinin,1.080420636258342,0.47892462469539576,0.5948531604585732,SCANB
d-serine,0.868193889643659,0.4806320494431604,0.5964619001237162,SCANB
isoetharine,0.8804769390799833,0.48137226003984357,0.5968686034941334,SCANB
rs-17053,0.6809332575559404,0.48184251888580554,0.5969401753662334,SCANB
sgi-1776,0.9002956309428969,0.48302644148977614,0.5978950049920496,SCANB
teniposide,0.7882664431017751,0.48945930257694725,0.6050579509269044,SCANB
amg458,0.9030353701466468,0.48964952352135804,0.6050579509269044,SCANB
filanesib,0.8754078701007655,0.49015952013335895,0.6051713529291557,SCANB
thioproperazine,1.1732247819277237,0.49474924386556673,0.6103172684343351,SCANB
butamben,0.8699710523359389,0.4962563139560169,0.6116549287004739,SCANB
anastrozole,1.1136045795129403,0.49743216976366866,0.6125824252323647,SCANB
mpi-0479605,1.123587519728474,0.49847141769521663,0.6128615976880746,SCANB
selumetinib,0.8242266004290759,0.4985059436619653,0.6128615976880746,SCANB
4e1rcat,0.907209507672065,0.5003837001662423,0.6146478897627782,SCANB
pfk-015,0.7988044321287803,0.5041666301008849,0.6187693924987112,SCANB
tyrphostin-ag-1478,0.8366503438096303,0.5089562407095438,0.6241183731412795,SCANB
cd-437,1.368833400066321,0.5097056536977891,0.6245081125323462,SCANB
cct129202,1.1788712260400895,0.5103567499362865,0.6247768334668415,SCANB
mitoxantrone,0.8098139480718051,0.51133632026566,0.6248061698090343,SCANB
epothilone-a,0.7626243551183732,0.5116156873905533,0.6248061698090343,SCANB
ilomastat,1.1786597405814692,0.5116760962154151,0.6248061698090343,SCANB
kw-2449,0.8688298065081957,0.5145423358603087,0.6275145683382426,SCANB
nefiracetam,0.8858597646384667,0.5147614323548679,0.6275145683382426,SCANB
oxibendazole,1.289259588276089,0.51745539480229,0.6302676399654155,SCANB
cidofovir,0.8671790587795167,0.5203950625777329,0.6333151013877036,SCANB
valrubicin,1.2603410094063807,0.5212119104836497,0.6336191805034002,SCANB
tezacaftor,1.139823667853144,0.5215206938352105,0.6336191805034002,SCANB
abiraterone-acetate,0.8690806306019896,0.5228389558146327,0.6346878935098771,SCANB
sch-900776,0.8327655113813422,0.5253842593299307,0.6372431041495472,SCANB
nimorazole,1.2002274765360004,0.5271471575815443,0.6388458434007492,SCANB
sb-939,1.3294417935610747,0.5281366224092834,0.63885897607821,SCANB
gsk1838705a,1.1331480718809566,0.5282918699458224,0.63885897607821,SCANB
trifluridine,1.2178773558593807,0.5284825116555751,0.63885897607821,SCANB
ziprasidone,1.0903340034943276,0.5305148466924399,0.6407804533922876,SCANB
niclosamide,1.1799904687827345,0.5334616476600864,0.6435057491548214,SCANB
fulvestrant,0.9224876297484889,0.5336606074538948,0.6435057491548214,SCANB
panobinostat,1.145505774622336,0.5377586822763023,0.647565866544175,SCANB
pp-2,0.9156549917676416,0.5379227170601923,0.647565866544175,SCANB
cisplatin,0.8924194912809562,0.5387037253553884,0.6479669913460074,SCANB
sb-525334,1.1119549952987238,0.5396267592782522,0.648538140096039,SCANB
ambazone,1.1113752066158455,0.5417447491698166,0.6505432797084851,SCANB
golvatinib,1.236388428879289,0.5429150832930021,0.6514080642827313,SCANB
gestrinone,0.88348299684269,0.5440532503021065,0.6522086290839932,SCANB
"cp-945,598",1.1496557924998612,0.5444837760424768,0.6522086290839932,SCANB
benzydamine,0.915721822406747,0.5469898723413668,0.654668606516094,SCANB
norgestrel,0.9204740489579705,0.5490543284915823,0.6565963746506774,SCANB
propoxycaine,0.9057975144341885,0.5509042715698593,0.6582646415867766,SCANB
polydatin,0.8167139857308194,0.5520590114615369,0.659034273807435,SCANB
maprotiline,1.118427462051407,0.5524592772138346,0.659034273807435,SCANB
thiocolchicoside,0.8923932736843078,0.5533267986999687,0.6595254346942789,SCANB
fli-06,1.1339563530166497,0.5549886100045756,0.6609617437667661,SCANB
inosine,1.2224665914320973,0.5564674883868979,0.6621780063288168,SCANB
florfenicol,1.1042893706642225,0.5593688008304324,0.6650835290070959,SCANB
4-pyrimidinecarbonitrile,1.108778095861287,0.5602281074871265,0.6655583510130312,SCANB
frentizole,1.1192627812020788,0.5617111217178734,0.6667727589218726,SCANB
taurine,0.9010370016573859,0.5665421836738951,0.6719561801443656,SCANB
costunolide,1.0841750427672454,0.569305668373209,0.6746808371302485,SCANB
mtpg,0.8793677895398868,0.5700796716638148,0.6750452413236825,SCANB
cimetidine,1.1835982443234823,0.5730273330331037,0.6779808265730999,SCANB
gw-405833,1.0888129158711533,0.5747108432098484,0.6794171487946493,SCANB
cgp-37849,1.1180276064853372,0.5798992106296466,0.6848597615663742,SCANB
oxonic-acid,0.8919499477714364,0.5802612769041982,0.6848597615663742,SCANB
chir-99021,1.068737945489091,0.5810326337197573,0.6852112640525582,SCANB
bardoxolone,1.186475600983208,0.5817474896409752,0.6854956168652208,SCANB
resiquimod,0.7351900980233831,0.5835233193166565,0.6870286762011407,SCANB
triclabendazole,0.8570092402692878,0.5884529831852205,0.6922694850967595,SCANB
unc0631,0.7687117902990416,0.590012915743618,0.6935407709837655,SCANB
omeprazole,0.8855053329406923,0.5931704665835469,0.6966864165149289,SCANB
jnj-7706621,1.2069773813033458,0.5974115604035075,0.7010985627768657,SCANB
pf-573228,1.0906832927575345,0.5999948925819734,0.7033064943197304,SCANB
tpca-1,0.880583497026676,0.6002650452556095,0.7033064943197304,SCANB
kynurenic-acid,1.0673820869086736,0.601195504584122,0.7038267759977545,SCANB
mln-8054,1.1465797102444164,0.6025929684192339,0.7048925022656682,SCANB
gtp-14564,1.1063435495564289,0.603824536240844,0.7050209946424167,SCANB
erythritol,1.1021123325079591,0.604157048300614,0.7050209946424167,SCANB
valnemulin,1.1786493548976624,0.6043658349714608,0.7050209946424167,SCANB
lidocaine,0.9026551205962603,0.6046517307195848,0.7050209946424167,SCANB
riociguat,1.0820281127521374,0.6080092448085895,0.7083650380338399,SCANB
anisomycin,0.7697117354590127,0.6094023255304786,0.7094168664864059,SCANB
lomefloxacin,1.13569958448979,0.611052705048529,0.7097761296368812,SCANB
tu-2100,1.1049639782853995,0.6112627193217184,0.7097761296368812,SCANB
ecamsule-triethanolamine,0.9207460448498843,0.6116328452246009,0.7097761296368812,SCANB
alogliptin,0.9126938834570877,0.6116730018363447,0.7097761296368812,SCANB
uh-232-(+),1.0903917359126987,0.6148928243489529,0.7129406384879285,SCANB
inc-280,1.2250233616515558,0.6178216756589481,0.7157629821285011,SCANB
nvp-tae684,0.8738401082310178,0.6187550606929095,0.7162708582581121,SCANB
atiprimod,1.2036897995236184,0.6200318735644236,0.7171751567128065,SCANB
cytarabine,1.1216440899660467,0.6215720065050496,0.7178603386177268,SCANB
danusertib,0.880152296172369,0.6216164507864628,0.7178603386177268,SCANB
forodesine,0.8594070916836439,0.6236296525261154,0.7191903866670093,SCANB
tyrphostin-ag-99,1.1907587609877024,0.6237622220228727,0.7191903866670093,SCANB
clebopride,1.09412355079267,0.626737074439458,0.7220450212690254,SCANB
fexinidazole,1.074940021751608,0.627529949129626,0.7221360789648674,SCANB
carboxyamidotriazole,1.1700147174834974,0.6278142276004169,0.7221360789648674,SCANB
berberine,1.1700708764472059,0.6347110981063371,0.7294892446067274,SCANB
delanzomib,1.2723630376580066,0.6362934918996657,0.7307275260149334,SCANB
abt-737,0.9098043921628762,0.6373508026098014,0.7313613095768299,SCANB
creatine,1.0730322326389465,0.6398744170390009,0.7336753418822777,SCANB
cariporide,0.9373213345924708,0.6416345441078708,0.7351109939224775,SCANB
skepinone-l,1.072614075940913,0.6436581139971396,0.7368459580331178,SCANB
wz-4002,0.9399317982705383,0.6482474562306206,0.74151309815471,SCANB
digitoxigenin,0.8380389147197127,0.65663931632994,0.7495004348986675,SCANB
stemregenin-1,1.0684496776343015,0.6570251590589177,0.7495004348986675,SCANB
tazemetostat,1.0947857151344094,0.6571573098722909,0.7495004348986675,SCANB
idra-21,0.9350699454540483,0.6573020400044292,0.7495004348986675,SCANB
saxagliptin,1.0891966094130097,0.6607235198150359,0.7528086087971314,SCANB
ly2801653,0.8384944611198573,0.6620467072970031,0.7537227265607895,SCANB
4-methylgenistein,1.06791588178473,0.6629255643226153,0.7541299462066229,SCANB
nexturastat-a,1.0536204131470157,0.6666090546568675,0.7577245106743812,SCANB
pj-34,0.9139788876337097,0.6682387946792914,0.7589807974104668,SCANB
prednisolone,1.046838594692706,0.6699879575706454,0.7597848194328319,SCANB
candesartan,0.9311962314992703,0.6699968414625388,0.7597848194328319,SCANB
k-858,0.8735296589843506,0.6713660666440768,0.7605129111622333,SCANB
nicorandil,0.923776395866107,0.6716900486975357,0.7605129111622333,SCANB
trometamol,1.0755910205058734,0.6724447780061904,0.7607721608873789,SCANB
az20,0.8296509800449476,0.6759439961890444,0.7641335644418338,SCANB
1-azakenpaullone,0.9447829822544996,0.6775949040780135,0.7654018939897622,SCANB
thiram,1.1232522688683229,0.6858847634505016,0.7741616635825865,SCANB
pindolol,1.0746729287883492,0.692225927257127,0.7801787752011852,SCANB
clofarabine,0.8970712458669032,0.6922940893975963,0.7801787752011852,SCANB
cilostamide,0.9198959000669401,0.6961010995471602,0.7838585922527165,SCANB
mechlorethamine,0.9157552617592504,0.6966981493671769,0.7839208570251205,SCANB
tanshinone-i,0.9095779433381282,0.6979776858664553,0.7847503585460457,SCANB
sodium-glucoheptonate,1.056824036686219,0.703116076327933,0.7894438330901452,SCANB
prt062070,0.9562181221449215,0.7036399765849994,0.7894438330901452,SCANB
pranidipine,1.048151368020618,0.7037889044134674,0.7894438330901452,SCANB
tak-901,1.1348371395506442,0.7049651556071604,0.7901507204984981,SCANB
clofoctol,1.1092201507261925,0.7058967359612784,0.7905824898885216,SCANB
mibampator,1.1208105271510163,0.7101525002148965,0.7947336951360829,SCANB
r406,0.9315005616878939,0.7114056435760756,0.7955208394548543,SCANB
1-phenylbiguanide,0.9407063563384452,0.7160693626381637,0.8001176584844963,SCANB
pci-24781,0.8325457550651632,0.7208710573131583,0.804861435132824,SCANB
nilotinib,1.0723809469742567,0.7253590163242261,0.8085728449743385,SCANB
k-strophanthidin,0.8891853282447503,0.7256347422007896,0.8085728449743385,SCANB
sb-657510,0.9554533520407419,0.7258715450046065,0.8085728449743385,SCANB
temozolomide,1.0833920270406772,0.7279726625321563,0.8102895712954078,SCANB
navitoclax,1.083878627495591,0.7300273895396652,0.8115756866615282,SCANB
calcitriol,0.9273781096014213,0.7307588838768608,0.8115756866615282,SCANB
cyproheptadine,1.0854981824342493,0.7313244732205546,0.8115756866615282,SCANB
naproxen,1.0673421049389942,0.7318976885290567,0.8115756866615282,SCANB
vismodegib,1.2504685539967333,0.7319324610181717,0.8115756866615282,SCANB
ru-58841,0.9464511897115105,0.7348497525887298,0.8141865176078805,SCANB
bendamustine,1.0799507112753668,0.7375535381075102,0.8165569775375419,SCANB
ro-10-5824,0.9397490238666345,0.7400388501936789,0.8186821225001936,SCANB
azd3463,0.8895143913852567,0.7410117800482368,0.8191321968906025,SCANB
ve-821,0.9439482333936465,0.7420723476689273,0.8194614589974546,SCANB
sangivamycin,0.8160877581720187,0.7424422755671478,0.8194614589974546,SCANB
nms-1286937,1.2114617779747034,0.7435070094511032,0.8197253433386095,SCANB
doxycycline,1.0675968916104928,0.7438143578462988,0.8197253433386095,SCANB
dofetilide,0.9324844049748867,0.7452860754386511,0.8202242488952015,SCANB
pd-173074,0.9568240198807525,0.7454007514147822,0.8202242488952015,SCANB
cobimetinib,0.9282783318800271,0.7464260481412854,0.820728337127994,SCANB
pd-198306,0.9238419252109503,0.7497032207555142,0.8237058165780023,SCANB
nitarsone,1.0683750363373818,0.7510448613895656,0.824553804575646,SCANB
tacrolimus,1.0685891878385618,0.7518335272824588,0.8247938695812872,SCANB
hexylresorcinol,0.9370522140328462,0.7539927048194246,0.8265359423285662,SCANB
adefovir-dipivoxil,1.102521472903485,0.7550416861290359,0.8270592882882021,SCANB
tenovin-6,1.131983809625594,0.7570501047469772,0.8280409169246551,SCANB
y-27632,0.9261493814299359,0.7570823310928256,0.8280409169246551,SCANB
brefeldin-a,1.2108374833696471,0.7597950863204006,0.8303802793849091,SCANB
guanidine,1.0654572825070237,0.7676985544640345,0.8383847609882701,SCANB
fg-4592,0.9543471740371029,0.7683738680556922,0.8384894321844544,SCANB
theophylline,0.9383637087692975,0.7698438227552672,0.8394604457625258,SCANB
drospirenone,0.9374864392404473,0.7722358708968242,0.8410637310829867,SCANB
halofuginone,1.1556404317736872,0.7730461426113521,0.8410637310829867,SCANB
ots167,0.8799059301716146,0.7730578868972857,0.8410637310829867,SCANB
tg-100713,1.0799810511285575,0.7763404999819208,0.8440005285303076,SCANB
dexamethasone-acetate,0.964556802745266,0.7780256460406672,0.8451975298955295,SCANB
thiamine,0.9453402176254374,0.780051759068836,0.8467628622450155,SCANB
icg-001,0.9377452371247692,0.7836069318531034,0.8499844305782913,SCANB
azd2858,1.066754917345545,0.7865331505639046,0.8525194523340598,SCANB
ginkgolide-a,1.0504592079598931,0.7907911762173386,0.8563108343460945,SCANB
methyldopa,0.9296293598691033,0.7912146409956657,0.8563108343460945,SCANB
sb-218078,0.9440825379687597,0.7927078576771426,0.8572857025850713,SCANB
clomifene,0.9375567290607891,0.7937939282776015,0.8578191293634724,SCANB
u-0126,0.9525745789462274,0.7948678017434714,0.8581416093881041,SCANB
carboplatin,0.9634869338479575,0.7952784368966467,0.8581416093881041,SCANB
midostaurin,0.890704605390681,0.800828107731089,0.8634860446251013,SCANB
altretamine,1.048024658359132,0.8038864948664854,0.8661383157645602,SCANB
nu6027,1.0490046570419833,0.8075224104052696,0.869408428464602,SCANB
nh125,1.109811852803959,0.8089631996516194,0.8698100371285803,SCANB
am-580,1.054352223234806,0.8090976572046089,0.8698100371285803,SCANB
fluticasone-propionate,1.0400349033544087,0.8116856066957193,0.8719443748245774,SCANB
cyclosporin-a,0.9577754423176994,0.8146660917596362,0.8737151077803688,SCANB
gambogic-acid,0.8733612251022758,0.8148868443056771,0.8737151077803688,SCANB
noretynodrel,0.9437812448742485,0.8159242382455859,0.8737151077803688,SCANB
wp1130,0.850154850083815,0.8160048624559656,0.8737151077803688,SCANB
proscillaridin-a,0.8718959547998208,0.8163530239938206,0.8737151077803688,SCANB
sufentanil,1.0477961677137468,0.8211065415431382,0.8781531157523438,SCANB
cladribine,0.9435411638315757,0.8219720289745028,0.8784294873900337,SCANB
ubenimex,1.048001860512015,0.8229086845981324,0.878781451375275,SCANB
iem1754,0.9440774553545228,0.8244167105046402,0.8797426106933735,SCANB
regorafenib,0.9514985935921577,0.8260479778035568,0.8808337685200786,SCANB
chlorquinaldol,0.9583070130977823,0.8299794824378162,0.8843743086064212,SCANB
rabeprazole,1.0467613306192398,0.8343442552871019,0.888067069012933,SCANB
azomycin-(2-nitroimidazole),0.9586921439750559,0.8346725735021346,0.888067069012933,SCANB
gefitinib,0.9617871296136848,0.8433093532988828,0.8965970861304067,SCANB
u-18666a,1.0328496091348915,0.844295963692627,0.8969869746426073,SCANB
epinastine,1.0331768158778685,0.846724299308314,0.8989068680111009,SCANB
mercaptopurine,0.9743193809642289,0.8494200831265823,0.9005211409448024,SCANB
telatinib,0.9681126667456297,0.8494895351690775,0.9005211409448024,SCANB
enoximone,1.075103793726398,0.8517964511342242,0.9023056111209534,SCANB
carvedilol,1.0363160606641943,0.8534766221756138,0.9031249123358632,SCANB
pp-1,0.9814492447822903,0.8538181617660406,0.9031249123358632,SCANB
foscarnet,0.9761065553032866,0.8585126794833913,0.9070181373441515,SCANB
mg-132,0.8877888301490001,0.8587524866354441,0.9070181373441515,SCANB
azalomycin-b,0.9122185931716709,0.8602330954125298,0.9073751820496467,SCANB
ast-1306,1.0353237652604874,0.8603446784879857,0.9073751820496467,SCANB
midodrine,0.9692601885732246,0.8645453488158635,0.9111413836391512,SCANB
baicalin,0.9644754355087162,0.8653141558597762,0.9112879064986145,SCANB
palmitoylethanolamide,1.0329627496898532,0.8662010947582635,0.911558533901969,SCANB
benzyldimethylhexadecylammonium,1.0399222484982054,0.8669479974591834,0.9116815060490104,SCANB
iodipamide,0.9605318465892496,0.8676933719043929,0.911802693642452,SCANB
12-o-tetradecanoylphorbol-13-acetate,1.0145701488631542,0.8698150526485434,0.9124611702695905,SCANB
pfi-1,0.949743049526003,0.8703107795768497,0.9124611702695905,SCANB
oxcarbazepine,1.0253657446017512,0.8707091570758472,0.9124611702695905,SCANB
danazol,1.0344203001990262,0.8711374665999078,0.9124611702695905,SCANB
oxazepam,0.9738331082341892,0.8714729352540248,0.9124611702695905,SCANB
salidroside,0.9696645114371581,0.8723653632783335,0.9127351270164487,SCANB
cx-5461,0.9515103432582991,0.8738085381910428,0.9135845048861554,SCANB
darapladib,1.0622949858106916,0.8806755447117243,0.9200992875074837,SCANB
p5091,0.9613960455688964,0.8813441084001994,0.9201334234163698,SCANB
3-amino-benzamide,0.9639770316682611,0.8825990177017647,0.9207792203420718,SCANB
bms-707035,0.9832842065740945,0.8850546144028721,0.9226758119891613,SCANB
puromycin,0.9425488805695535,0.8956542341704015,0.933053763027049,SCANB
tasisulam,0.9234437360617685,0.8967621348057259,0.9335358338589104,SCANB
bi-78d3,0.9313820138841228,0.898072541800362,0.9340403251858826,SCANB
zk-93423,1.0255106888242016,0.8989274052824564,0.9340403251858826,SCANB
ercalcitriol,1.0219167218942762,0.8994282137103173,0.9340403251858826,SCANB
tg100-115,1.029122562676059,0.9000133210861841,0.9340403251858826,SCANB
r306465,0.9472690285862768,0.9004742595952359,0.9340403251858826,SCANB
onx-0914,1.0708739560705434,0.9026667581027306,0.9356438388070568,SCANB
echinomycin,0.954001476670772,0.9035964612305224,0.9359370647104982,SCANB
chlorambucil,1.0280234682928815,0.9088432820369569,0.9406983040826012,SCANB
bumetanide,0.9797295280623354,0.9099919381619204,0.941213963202501,SCANB
aminopurvalanol-a,0.9823644696383453,0.9115413880892791,0.9421431346894192,SCANB
mesna,0.9834804031554145,0.913471093976037,0.9434637209017313,SCANB
pazopanib,0.9810200016430836,0.91533585255132,0.9445835689272065,SCANB
stattic,0.9320556111349111,0.9158609172113826,0.9445835689272065,SCANB
canrenone,1.0187851371979098,0.9169618767321855,0.9450454669739832,SCANB
7-nitroindazole,0.9831569196398889,0.923339682347437,0.9509412956275739,SCANB
clobetasol-propionate,0.9915211010152997,0.9247538669543789,0.9517203737432335,SCANB
telotristat-ethyl,0.986031017493797,0.9266611221434751,0.9530054326521736,SCANB
phenylmercuric-acetate,1.049953051585669,0.9327384379241435,0.9581451585524801,SCANB
amisulpride,1.0215781431667732,0.9334806844759229,0.9581451585524801,SCANB
batimastat,0.9716616771287696,0.9336452477947457,0.9581451585524801,SCANB
deferasirox,1.0147076928941425,0.9343956066097899,0.9582356079123784,SCANB
estradiol-benzoate,1.016116289331689,0.9350989297027629,0.9582777275353385,SCANB
e7449,0.9867570430846683,0.9360620890393178,0.9585858760367253,SCANB
flufenamic-acid,1.01356246045491,0.9367962816597009,0.9586592783320985,SCANB
loxistatin-acid,0.9857546157679924,0.9466425432694952,0.9657717627794384,SCANB
ipsapirone,1.017318775041712,0.9487522144503205,0.9657717627794384,SCANB
chlorhexidine,1.0210665919141,0.9495380314801953,0.9657717627794384,SCANB
gsk-3-inhibitor-ix,1.0083631277705472,0.94997946454172,0.9657717627794384,SCANB
