drug,n_samples,pearson_r,spearman_r,rmse
riboflavin,86,0.08619271,0.09442898249917447,0.21034966
rifampin,91,0.12483976,0.06733556298773691,0.18809785
rigosertib,86,0.04307758,0.016355788841307797,0.20141992
riluzole,84,-0.07317373,-0.11309101954034627,0.20545544
rimexolone,80,-0.0013940346,0.005672761368963901,0.26307613
riociguat,83,-0.030778095,-0.035304982998194866,0.22719373
ritodrine,84,0.14299862,0.12165637339273058,0.16597512
rociletinib,85,-0.10314059,-0.02844859015299707,0.10505263
romidepsin,91,0.17271458,0.12142060837713012,0.16062601
roquinimex,87,0.3066301,0.32793249252752055,0.13404027
rubitecan,94,0.092002824,0.016956254741176895,0.15945068
rucinol,85,0.03634868,0.040121164744967755,0.22087902
rutin,92,0.24384367,0.19749395064963088,0.20489715
ruxolitinib,83,0.031509478,0.015251013433958424,0.07504088
ryuvidine,89,0.15324414,0.08430371127000343,0.06700818
salidroside,85,0.15795231,0.15968340824701974,0.23972417
salinomycin,89,0.0003243022,-0.003983656792645557,0.16063835
salvinorin-a,88,0.14408022,0.1265013560635413,0.21894452
sangivamycin,68,0.108694576,0.05336488910944001,0.31905144
saracatinib,89,-0.0010615545,-0.0029708852411379437,0.10455187
sarafloxacin,76,0.17673738,0.17156527682843473,0.16570398
satraplatin,86,-0.067431875,-0.08220199065993677,0.21049231
saxagliptin,93,0.052352145,-0.015099519560741247,0.1863214
sclareol,87,0.13555735,0.13966246263760296,0.24058995
scriptaid,93,-0.06986824,0.04071797320282891,0.08754853
se-methylselenocysteine,85,0.16701052,0.13279265194449874,0.20172724
secnidazole,88,0.03706523,-0.015427424183720194,0.20415354
securinine,88,0.2060304,0.267672854073474,0.24554029
selamectin,67,0.1331562,0.17946364434511936,0.19982229
selinexor,93,0.065873444,0.11517113783533763,0.11211142
selumetinib,88,-0.052997842,-0.1461215416252417,0.1610163
semaxanib,93,-0.08119912,-0.09007378735909984,0.16145095
serdemetan,56,0.08714904,0.030211893369788106,0.23631942
sertindole,91,-0.10333339,-0.1808568243350852,0.11200372
sevelamer,78,0.18150796,0.1902022028604307,0.15793851
sevoflurane,93,-0.20677735,-0.23847393393214164,0.21042304
simvastatin,86,-0.06609026,0.020085853106278598,0.13955572
sirolimus,85,0.1769564,0.1451827242524917,0.16054903
skepinone-l,83,0.22369441,0.24648419461819404,0.2109465
sobetirome,68,-0.059245218,-0.0621063480551208,0.24850664
sodium-glucoheptonate,80,0.039607793,0.027566807313642756,0.2563736
sodium-stibogluconate,93,0.158071,0.09243233565098026,0.17216691
sodium-tanshinone-ii-a-sulfonate,83,-0.0194101,0.030897107594139623,0.2317725
sonidegib,85,0.1783711,0.22666788542235458,0.07106137
sorafenib,94,0.043308187,0.025940760557044085,0.19873361
sparfloxacin,87,0.21359697,0.008748268571845155,0.13031544
spermidine,87,-0.04520679,-0.07957279288474155,0.15464999
spermine,88,0.04766401,-0.004878306505582756,0.21835601
spiradoline,93,0.08015727,0.030900301393572256,0.122240014
spironolactone,91,0.08607511,0.05698359611403091,0.05404795
stattic,87,0.0098464675,-0.011044689071954508,0.08216724
stemregenin-1,70,0.17372668,0.19524101128510193,0.28778398
streptozotocin,71,0.03627122,0.03363514419852447,0.2605328
sufentanil,79,-0.0041395826,-0.03390944498539435,0.20223473
sulconazole,93,-0.031527825,-0.08046611560383156,0.07980757
sulfabenzamide,70,0.15192772,0.1332691802991864,0.19906555
sulfamethazine,78,0.01997845,0.04396868953830979,0.27219644
sulfanilamide,87,0.09101039,0.14079244732813295,0.1608274
sulfasalazine,82,0.092141315,0.05893492669866458,0.31105235
sulmazole,85,0.24097842,0.24166503810826653,0.29410705
sunitinib,91,0.081408635,-0.028276410212314716,0.14427476
